Review ID,Product Key,Cust Key,Review Date,Rating,Verified Purchase
144,878,10,2024-05-31,4,Y
145,22,10,2024-10-12,3,Y
146,270,10,2024-12-09,2,Y
147,935,10,2025-01-31,5,Y
148,1014,10,2025-09-03,5,Y
149,20,11,2022-01-01,3,Y
150,455,11,2022-01-10,5,Y
151,647,11,2021-12-24,5,Y
152,81,11,2022-02-24,3,Y
153,1066,11,2022-03-04,4,Y
154,721,11,2022-04-03,4,Y
155,678,11,2022-05-20,3,Y
156,266,11,2022-06-08,5,Y
157,354,11,2022-06-26,5,Y
158,945,11,2022-09-05,4,Y
159,835,11,2022-09-09,5,Y
160,546,11,2022-10-28,5,Y
161,492,11,2022-11-04,4,Y
162,299,11,2022-12-08,5,Y
163,332,11,2022-12-29,5,Y
164,180,11,2023-03-03,5,Y
165,1034,11,2023-03-02,5,Y
166,368,11,2023-03-20,5,Y
167,792,11,2023-04-04,5,Y
168,51,11,2023-05-10,4,Y
169,1074,11,2023-08-02,1,Y
170,254,11,2023-08-26,4,Y
171,475,11,2023-09-29,5,Y
172,684,11,2023-10-28,5,Y
173,1069,11,2023-12-26,4,Y
174,657,11,2023-12-11,5,Y
175,223,11,2023-12-22,3,Y
176,31,11,2024-01-15,4,Y
177,501,11,2024-01-24,1,Y
178,95,11,2024-02-20,4,Y
179,1033,11,2024-04-10,5,Y
180,20,11,2024-04-25,3,Y
181,440,11,2024-05-28,1,Y
182,1036,11,2024-05-11,4,Y
183,560,11,2024-06-06,5,Y
184,1065,11,2024-07-26,5,Y
185,620,11,2024-08-17,5,Y
186,176,11,2024-08-26,5,Y
187,436,11,2025-03-10,4,Y
188,406,11,2025-03-12,4,Y
189,404,11,2025-07-02,4,Y
190,760,11,2025-07-25,5,Y
191,843,11,2025-09-08,5,Y
192,99,11,2025-10-07,4,Y
193,397,11,2025-10-18,4,Y
194,270,11,2025-10-18,5,Y
195,471,12,2022-03-06,4,Y
196,607,12,2022-03-23,3,Y
197,200,12,2022-05-18,5,Y
198,690,12,2022-06-28,3,Y
199,372,12,2022-09-21,5,Y
200,794,12,2022-12-19,5,Y
201,1040,12,2024-05-15,5,Y
202,897,12,2024-12-15,5,Y
203,277,12,2025-09-24,4,Y
204,897,13,2021-09-12,4,Y
205,1046,13,2021-10-08,4,Y
206,105,13,2021-10-04,4,Y
207,1062,13,2021-11-01,5,Y
208,1038,13,2021-10-28,2,Y
209,254,13,2021-12-16,4,Y
210,886,13,2022-01-29,3,Y
211,246,13,2022-04-10,4,Y
212,549,13,2022-04-14,5,Y
213,773,13,2022-05-19,5,Y
214,902,13,2022-05-11,4,Y
215,277,13,2022-05-27,5,Y
216,727,13,2022-05-22,2,Y
217,208,13,2022-07-25,4,Y
218,497,13,2022-07-23,5,Y
219,549,13,2022-10-02,4,Y
220,739,13,2022-09-10,4,Y
221,1085,13,2022-12-03,2,Y
222,92,13,2022-12-07,4,Y
223,284,13,2022-12-09,4,Y
224,373,13,2023-01-01,5,Y
225,821,13,2023-01-17,4,Y
226,739,13,2023-01-22,5,Y
227,510,13,2023-02-25,3,Y
228,828,13,2023-04-12,1,Y
229,945,13,2023-03-22,4,Y
230,1079,13,2023-04-02,5,Y
231,1041,13,2023-05-12,4,Y
232,1096,13,2023-05-20,4,Y
233,981,13,2023-09-26,4,Y
234,114,13,2023-10-22,4,Y
235,598,13,2023-11-14,4,Y
236,611,13,2024-01-03,4,Y
237,392,13,2024-03-24,2,Y
238,285,13,2024-03-28,4,Y
239,212,13,2024-04-29,5,Y
240,392,13,2024-05-16,5,Y
241,195,13,2024-11-21,5,Y
242,880,13,2024-12-29,4,Y
243,726,13,2025-03-22,5,Y
244,313,14,2022-09-21,5,Y
245,873,14,2022-12-09,4,Y
246,918,14,2023-04-11,5,Y
247,1048,14,2023-07-16,4,Y
248,654,14,2023-11-15,3,Y
249,921,14,2023-12-05,5,Y
250,688,14,2024-06-15,4,Y
251,159,14,2025-04-09,5,Y
252,603,15,2021-09-09,5,Y
253,319,15,2021-11-01,4,Y
254,986,15,2021-12-06,5,Y
255,230,15,2022-01-09,4,Y
256,351,15,2022-01-21,4,Y
257,195,15,2022-01-13,4,Y
258,443,15,2022-03-07,4,Y
259,492,15,2022-02-21,4,Y
260,334,15,2022-03-23,4,Y
261,508,15,2022-04-12,5,Y
262,878,15,2022-06-01,4,Y
263,676,15,2022-07-08,4,Y
264,914,15,2022-08-16,4,Y
265,318,15,2022-08-11,5,Y
266,406,15,2022-10-03,5,Y
267,1055,15,2022-11-12,4,Y
268,890,15,2022-11-13,2,Y
269,926,15,2022-12-21,4,Y
270,406,15,2023-01-23,4,Y
271,288,15,2023-03-29,4,Y
272,368,15,2023-06-01,2,Y
273,744,15,2023-06-06,3,Y
274,510,15,2023-07-03,5,Y
275,245,15,2023-07-29,2,Y
276,95,15,2023-09-10,4,Y
277,416,15,2023-11-12,4,Y
278,784,15,2023-11-27,5,Y
279,113,15,2023-12-18,4,Y
280,327,15,2024-03-26,5,Y
281,87,15,2024-03-21,5,Y
282,837,15,2024-05-28,3,Y
283,272,15,2024-05-28,4,Y
284,815,15,2024-07-17,4,Y
285,95,15,2024-06-23,3,Y
286,155,15,2024-08-02,5,Y
287,349,15,2024-07-24,4,Y
288,926,15,2024-10-10,5,Y
289,507,15,2024-10-31,4,Y
290,292,15,2024-11-18,2,Y
291,398,15,2024-12-14,4,Y
292,957,15,2024-11-22,5,Y
293,651,15,2024-12-29,5,Y
294,285,15,2025-01-19,3,Y
295,831,15,2025-04-20,1,Y
296,956,15,2025-08-31,4,Y
297,226,16,2022-04-16,5,Y
298,739,16,2022-05-28,5,Y
299,160,16,2022-06-04,5,Y
300,254,16,2022-06-23,4,Y
301,311,16,2022-06-26,4,Y
302,923,16,2022-06-13,4,Y
303,890,16,2022-06-22,5,Y
304,254,16,2022-08-01,4,Y
305,226,16,2022-09-01,3,Y
306,636,16,2022-10-10,4,Y
307,393,16,2022-11-15,4,Y
308,1013,16,2022-12-15,3,Y
309,1030,16,2022-12-14,3,Y
310,346,16,2022-12-31,4,Y
311,865,16,2022-12-13,3,Y
312,417,16,2022-12-22,2,Y
313,1048,16,2023-02-03,5,Y
314,752,16,2023-02-23,4,Y
315,1087,16,2023-03-04,4,Y
316,740,16,2025-09-15,4,Y
317,584,16,2023-12-20,4,Y
318,710,16,2024-01-24,2,Y
319,796,16,2024-02-27,3,Y
320,551,16,2024-03-30,5,Y
321,715,16,2024-05-13,3,Y
322,1039,16,2024-06-12,4,Y
323,313,16,2024-08-09,4,Y
324,58,16,2024-08-22,5,Y
325,188,16,2024-08-24,5,Y
326,495,16,2024-11-14,4,Y
327,560,16,2024-11-22,4,Y
328,891,16,2024-11-23,5,Y
329,891,16,2025-03-13,4,Y
330,63,16,2025-06-18,1,Y
331,562,16,2025-08-28,5,Y
332,831,16,2025-10-03,3,Y
333,784,16,2025-10-18,4,Y
334,281,17,2021-12-08,4,Y
335,1034,17,2025-09-06,5,Y
336,239,17,2025-10-07,4,Y
337,195,18,2021-11-14,5,Y
338,585,18,2022-04-10,5,Y
339,31,18,2022-05-01,2,Y
340,391,18,2022-05-13,5,Y
341,497,18,2022-05-14,4,Y
342,264,18,2022-06-27,3,Y
343,367,18,2022-07-29,5,Y
344,764,18,2022-08-09,4,Y
345,284,18,2022-09-26,4,Y
346,195,18,2022-10-20,3,Y
347,331,18,2022-10-29,4,Y
348,327,18,2022-12-15,4,Y
349,657,18,2023-01-01,3,Y
350,1051,18,2023-01-17,3,Y
351,255,18,2023-02-04,3,Y
352,519,18,2023-03-19,4,Y
353,389,18,2023-05-03,4,Y
354,736,18,2023-05-14,3,Y
355,234,18,2023-05-24,3,Y
356,496,18,2023-06-10,5,Y
357,887,18,2023-06-29,4,Y
358,297,18,2023-10-12,5,Y
359,95,18,2025-10-14,1,Y
360,255,18,2023-10-28,5,Y
361,243,18,2023-10-20,5,Y
362,264,18,2023-12-24,5,Y
363,1075,18,2024-03-12,3,Y
364,842,18,2024-06-26,3,Y
365,227,18,2024-07-04,3,Y
366,95,18,2024-09-04,2,Y
367,45,18,2024-10-07,5,Y
368,855,18,2025-02-08,3,Y
369,843,18,2025-03-12,5,Y
370,285,18,2025-05-07,5,Y
371,381,18,2025-05-17,4,Y
372,782,18,2025-06-23,5,Y
373,227,18,2025-06-29,4,Y
374,482,18,2025-06-30,3,Y
375,231,18,2025-06-18,3,Y
376,250,18,2025-08-27,4,Y
377,470,18,2025-08-10,5,Y
378,501,18,2025-09-19,4,Y
379,1050,18,2025-10-05,5,Y
380,713,18,2025-10-18,5,Y
381,554,19,2024-12-19,5,Y
382,1083,19,2025-03-09,5,Y
383,33,19,2025-04-18,5,Y
384,314,19,2025-05-01,5,Y
385,603,19,2025-08-08,3,Y
386,854,19,2025-07-20,3,Y
387,531,19,2025-08-11,5,Y
388,631,19,2025-09-21,4,Y
389,869,19,2025-09-04,2,Y
390,861,19,2025-10-08,2,Y
391,1001,20,2021-09-19,3,Y
392,612,20,2021-10-18,5,Y
393,684,20,2022-03-15,5,Y
394,883,20,2022-03-31,4,Y
395,178,20,2022-05-13,5,Y
396,1030,20,2023-02-19,5,Y
397,524,20,2023-04-18,2,Y
398,901,20,2023-05-08,5,Y
399,1038,20,2023-08-01,5,Y
400,448,21,2022-06-14,3,Y
401,1075,21,2022-08-11,4,Y
402,817,22,2021-10-01,5,Y
403,11,22,2022-01-19,3,Y
404,60,22,2022-03-20,2,Y
405,638,22,2022-03-31,4,Y
406,745,22,2022-03-20,5,Y
407,23,22,2022-07-25,4,Y
408,287,22,2022-09-23,1,Y
409,992,22,2022-09-17,2,Y
410,189,22,2022-11-28,3,Y
411,835,22,2022-12-06,3,Y
412,598,22,2022-11-28,5,Y
413,606,22,2023-02-01,5,Y
414,549,22,2023-02-22,4,Y
415,31,22,2023-03-12,4,Y
416,311,22,2023-03-12,5,Y
417,945,22,2023-03-20,4,Y
418,1064,22,2023-05-08,5,Y
419,420,22,2023-04-30,5,Y
420,1013,22,2023-05-03,3,Y
421,991,22,2023-06-23,5,Y
422,471,22,2023-07-26,1,Y
423,821,22,2023-07-18,5,Y
424,784,22,2023-07-28,4,Y
425,35,22,2025-09-02,1,Y
426,351,22,2023-08-13,2,Y
427,52,22,2023-09-29,5,Y
428,870,22,2023-09-23,5,Y
429,975,22,2023-11-19,4,Y
430,723,22,2023-12-21,5,Y
431,221,22,2023-12-28,5,Y
432,704,22,2024-03-10,2,Y
433,991,22,2024-02-19,5,Y
434,842,22,2024-02-29,3,Y
435,875,22,2024-04-03,3,Y
436,967,22,2024-04-30,1,Y
437,598,22,2024-07-06,4,Y
438,635,22,2024-08-15,5,Y
439,66,22,2024-10-15,5,Y
440,603,22,2024-12-12,3,Y
441,417,22,2025-01-23,4,Y
442,903,22,2025-01-20,5,Y
443,372,22,2025-03-15,4,Y
444,46,22,2025-05-05,3,Y
445,800,22,2025-05-21,5,Y
446,46,22,2025-07-15,5,Y
447,614,22,2025-07-24,4,Y
448,807,22,2025-09-01,2,Y
449,450,24,2024-08-13,4,Y
450,715,24,2024-08-13,3,Y
451,838,24,2024-08-30,3,Y
452,59,24,2024-10-02,5,Y
453,859,24,2025-01-02,5,Y
454,264,24,2025-04-16,5,Y
455,235,24,2025-05-11,4,Y
456,843,24,2025-06-21,4,Y
457,726,24,2025-07-03,4,Y
458,817,24,2025-07-22,1,Y
459,1029,24,2025-07-17,4,Y
460,642,24,2025-08-21,5,Y
461,630,24,2025-08-27,5,Y
462,136,25,2021-09-30,5,Y
463,936,25,2022-01-24,4,Y
464,349,25,2022-02-26,1,Y
465,1071,25,2022-04-16,4,Y
466,684,25,2022-05-15,2,Y
467,346,25,2022-05-21,5,Y
468,364,25,2022-08-03,4,Y
469,482,25,2022-08-11,3,Y
470,855,25,2022-09-23,3,Y
471,597,25,2022-10-08,5,Y
472,1063,25,2023-01-17,5,Y
473,40,25,2023-05-24,4,Y
474,346,25,2023-06-16,5,Y
475,284,25,2023-05-23,3,Y
476,345,25,2023-05-28,5,Y
477,843,25,2023-05-22,5,Y
478,111,25,2023-07-28,4,Y
479,954,25,2023-08-29,3,Y
480,786,25,2023-08-22,2,Y
481,496,25,2023-10-03,5,Y
482,1026,25,2023-09-18,5,Y
483,684,25,2023-10-25,5,Y
484,398,25,2023-11-02,5,Y
485,924,25,2023-11-15,5,Y
486,1087,25,2023-12-23,5,Y
487,788,25,2023-12-27,5,Y
488,1072,25,2024-03-29,5,Y
489,883,25,2024-04-01,5,Y
490,936,25,2024-04-20,3,Y
491,364,25,2024-04-25,5,Y
492,616,25,2024-06-15,5,Y
493,294,25,2024-08-26,5,Y
494,901,25,2024-09-03,1,Y
495,513,25,2024-11-05,4,Y
496,630,25,2024-11-18,4,Y
497,617,25,2025-02-10,1,Y
498,1024,25,2025-03-07,4,Y
499,532,25,2025-03-12,4,Y
500,333,25,2025-03-26,5,Y
501,320,25,2025-06-27,4,Y
502,383,25,2025-07-31,4,Y
503,1071,25,2025-08-29,4,Y
504,225,25,2025-09-08,5,Y
505,659,25,2025-08-22,5,Y
506,8,26,2021-11-05,2,Y
507,131,26,2021-11-13,4,Y
508,81,26,2022-01-19,4,Y
509,920,26,2022-03-13,3,Y
510,842,26,2022-04-03,4,Y
511,438,26,2022-04-03,5,Y
512,985,26,2022-07-10,3,Y
513,914,26,2022-09-11,4,Y
514,228,26,2022-11-05,2,Y
515,136,26,2023-02-02,2,Y
516,380,26,2023-02-24,5,Y
517,785,26,2023-03-24,5,Y
518,582,26,2023-04-08,4,Y
519,991,26,2023-04-27,5,Y
520,209,26,2023-05-31,4,Y
521,264,26,2023-09-13,3,Y
522,743,26,2023-10-04,2,Y
523,615,26,2023-11-20,3,Y
524,647,26,2023-12-10,5,Y
525,417,26,2024-02-26,2,Y
526,752,26,2024-03-03,5,Y
527,1062,26,2024-04-10,5,Y
528,390,27,2023-06-26,4,Y
529,730,27,2025-01-17,5,Y
530,169,28,2021-10-23,5,Y
531,591,28,2021-10-13,5,Y
532,665,28,2021-11-17,5,Y
533,1023,28,2022-02-12,3,Y
534,821,28,2022-02-28,5,Y
535,1083,28,2022-03-22,5,Y
536,684,28,2022-04-12,4,Y
537,354,28,2022-08-20,3,Y
538,320,28,2022-12-01,4,Y
539,631,28,2022-11-03,3,Y
540,851,28,2023-01-29,4,Y
541,164,28,2023-02-06,3,Y
542,1075,28,2023-02-27,4,Y
543,1034,28,2023-04-30,4,Y
544,197,28,2023-05-31,5,Y
545,363,28,2023-07-11,4,Y
546,40,28,2023-08-09,5,Y
547,646,28,2023-08-07,1,Y
548,66,28,2023-08-25,4,Y
549,363,28,2023-09-27,4,Y
550,405,28,2023-10-12,4,Y
551,810,28,2023-10-17,4,Y
552,629,28,2023-12-30,5,Y
553,195,28,2023-12-22,5,Y
554,599,28,2024-01-10,3,Y
555,197,28,2024-03-02,5,Y
556,275,28,2024-03-31,5,Y
557,651,28,2024-04-29,4,Y
558,926,28,2024-04-26,4,Y
559,494,28,2024-05-25,4,Y
560,630,28,2024-06-19,4,Y
561,104,28,2024-07-07,4,Y
562,945,28,2024-07-02,4,Y
563,150,28,2024-08-21,5,Y
564,441,28,2024-08-08,3,Y
565,987,28,2024-10-13,4,Y
566,518,28,2025-01-21,4,Y
567,348,28,2025-04-19,4,Y
568,380,28,2025-04-30,4,Y
569,1031,28,2025-05-07,4,Y
570,630,28,2025-07-31,4,Y
571,622,28,2025-08-02,1,Y
572,167,28,2025-10-18,5,Y
573,1076,28,2025-10-18,5,Y
574,560,29,2021-10-24,4,Y
575,981,29,2021-10-25,4,Y
576,874,29,2021-12-09,4,Y
577,333,29,2021-12-17,5,Y
578,903,29,2022-01-10,5,Y
579,110,29,2022-01-19,4,Y
580,739,29,2022-03-01,4,Y
581,466,29,2022-03-16,5,Y
582,15,29,2022-04-08,4,Y
583,843,29,2022-03-16,5,Y
584,322,29,2022-06-14,5,Y
585,576,29,2022-06-30,5,Y
586,689,29,2022-07-31,3,Y
587,484,29,2022-09-26,4,Y
588,1026,29,2022-10-07,5,Y
589,633,29,2022-11-10,5,Y
590,312,29,2022-10-24,5,Y
591,1087,29,2022-11-29,4,Y
592,782,29,2023-01-01,5,Y
593,295,29,2023-01-21,4,Y
594,1014,29,2023-02-01,4,Y
595,864,29,2023-02-03,4,Y
596,890,29,2023-02-18,5,Y
597,57,29,2023-03-25,4,Y
598,977,29,2023-06-03,5,Y
599,1073,29,2023-06-20,2,Y
600,528,29,2023-07-11,4,Y
601,164,29,2025-07-13,4,Y
602,1087,29,2025-08-22,3,Y
603,810,29,2023-10-02,4,Y
604,552,29,2023-10-05,4,Y
605,921,29,2023-11-02,5,Y
606,44,29,2023-12-07,5,Y
607,296,29,2023-11-29,3,Y
608,355,29,2023-12-22,4,Y
609,782,29,2024-01-09,4,Y
610,980,29,2024-02-26,3,Y
611,494,29,2024-05-14,3,Y
612,585,29,2024-06-15,4,Y
613,23,29,2024-06-06,4,Y
614,1061,29,2024-08-06,4,Y
615,1062,29,2024-10-29,5,Y
616,195,29,2025-01-26,5,Y
617,876,29,2025-03-19,5,Y
618,1008,29,2025-03-31,4,Y
619,606,29,2025-05-02,4,Y
620,807,29,2025-04-25,5,Y
621,893,29,2025-05-15,5,Y
622,1071,29,2025-06-06,5,Y
623,315,29,2025-07-17,4,Y
624,1027,29,2025-08-04,1,Y
625,158,29,2025-08-12,4,Y
626,475,29,2025-10-08,4,Y
627,568,29,2025-10-18,5,Y
628,303,30,2023-05-21,4,Y
629,302,30,2023-07-01,4,Y
630,845,30,2023-06-20,5,Y
631,309,30,2023-07-26,3,Y
632,323,30,2025-07-16,5,Y
633,991,30,2023-08-11,5,Y
634,1048,30,2023-07-24,1,Y
635,752,30,2024-03-08,5,Y
636,284,30,2024-03-20,4,Y
637,461,30,2024-05-16,1,Y
638,1087,30,2024-07-09,4,Y
639,34,30,2025-01-03,4,Y
640,652,30,2025-01-12,2,Y
641,588,30,2025-01-22,4,Y
642,351,30,2025-03-11,5,Y
643,1013,30,2025-04-11,5,Y
644,1079,30,2025-06-05,4,Y
645,275,30,2025-07-14,4,Y
646,315,30,2025-07-23,5,Y
647,322,30,2025-09-12,4,Y
648,392,30,2025-09-20,4,Y
649,752,30,2025-09-18,2,Y
650,1051,30,2025-10-18,5,Y
651,833,30,2025-10-18,4,Y
652,45,31,2023-03-21,5,Y
653,631,31,2024-04-03,5,Y
654,675,31,2024-12-08,4,Y
655,1001,31,2024-12-08,3,Y
656,1022,31,2025-06-13,4,Y
657,880,32,2022-07-09,1,Y
658,860,32,2022-11-28,4,Y
659,508,32,2023-05-01,4,Y
660,159,32,2023-06-04,3,Y
661,475,32,2023-05-28,4,Y
662,390,32,2025-07-11,3,Y
663,821,32,2025-08-25,4,Y
664,1018,32,2023-11-12,5,Y
665,226,32,2023-11-22,1,Y
666,267,32,2023-12-17,4,Y
667,749,32,2023-11-27,4,Y
668,793,32,2024-01-29,4,Y
669,828,32,2024-03-11,5,Y
670,205,32,2024-07-28,4,Y
671,944,32,2025-10-03,5,Y
672,482,33,2023-11-27,4,Y
673,980,33,2023-11-15,5,Y
674,345,33,2024-01-07,3,Y
675,806,33,2024-01-24,5,Y
676,985,33,2024-02-15,3,Y
677,432,33,2024-03-27,4,Y
678,1039,33,2024-03-08,5,Y
679,254,33,2024-03-23,2,Y
680,407,33,2024-05-29,4,Y
681,1083,33,2024-05-22,5,Y
682,484,33,2024-06-18,5,Y
683,417,33,2024-09-04,2,Y
684,1001,33,2024-08-23,1,Y
685,165,33,2024-10-14,4,Y
686,44,33,2024-10-07,4,Y
687,311,33,2024-10-11,3,Y
688,102,33,2024-12-11,5,Y
689,660,33,2025-01-01,5,Y
690,847,33,2025-02-06,2,Y
691,345,33,2025-04-20,3,Y
692,897,33,2025-04-24,5,Y
693,394,33,2025-05-06,3,Y
694,967,33,2025-04-30,5,Y
695,275,34,2021-09-29,5,Y
696,710,34,2021-10-09,3,Y
697,980,34,2021-12-29,1,Y
698,665,34,2022-01-21,3,Y
699,552,34,2022-01-24,1,Y
700,1049,34,2022-03-17,5,Y
701,986,34,2022-05-03,3,Y
702,572,34,2022-08-29,5,Y
703,883,34,2022-08-25,4,Y
704,254,34,2022-10-05,4,Y
705,417,34,2022-11-14,5,Y
706,294,34,2023-02-25,1,Y
707,964,34,2023-03-11,3,Y
708,988,34,2023-03-22,1,Y
709,351,34,2023-05-13,5,Y
710,925,34,2023-07-10,3,Y
711,598,34,2023-07-21,4,Y
712,585,34,2023-08-10,2,Y
713,793,34,2023-08-09,5,Y
714,4,34,2023-07-23,2,Y
715,285,34,2025-09-03,4,Y
716,51,34,2023-09-23,3,Y
717,653,34,2023-10-31,1,Y
718,127,34,2023-12-23,4,Y
719,142,34,2023-12-09,5,Y
720,462,34,2024-03-20,5,Y
721,501,34,2024-06-22,5,Y
722,726,34,2024-06-20,5,Y
723,18,34,2024-06-26,5,Y
724,834,34,2024-08-13,5,Y
725,4,34,2024-09-24,5,Y
726,238,34,2024-10-03,4,Y
727,834,34,2024-10-10,3,Y
728,195,34,2024-10-16,5,Y
729,443,34,2024-10-30,4,Y
730,176,34,2024-11-14,5,Y
731,34,34,2025-01-14,5,Y
732,104,34,2025-01-17,3,Y
733,658,34,2025-02-06,5,Y
734,1049,34,2025-03-05,3,Y
735,1087,34,2025-03-11,1,Y
736,46,34,2025-04-01,5,Y
737,576,34,2025-03-07,4,Y
738,81,34,2025-06-11,4,Y
739,221,34,2025-07-22,3,Y
740,813,34,2025-09-17,5,Y
741,606,34,2025-09-25,5,Y
742,631,34,2025-09-16,5,Y
743,538,35,2023-11-22,3,Y
744,980,35,2024-02-08,5,Y
745,652,35,2024-02-10,4,Y
746,1078,35,2024-03-11,2,Y
747,544,35,2024-02-24,4,Y
748,78,35,2024-04-12,5,Y
749,743,35,2024-05-28,5,Y
750,876,35,2024-06-24,5,Y
751,606,35,2024-07-17,5,Y
752,1069,35,2024-07-25,3,Y
753,161,35,2024-09-14,5,Y
754,66,35,2024-11-07,4,Y
755,1027,35,2024-11-04,4,Y
756,1008,35,2024-12-07,1,Y
757,357,35,2025-01-08,5,Y
758,843,35,2025-02-05,5,Y
759,444,35,2025-02-21,5,Y
760,603,35,2025-07-17,5,Y
761,417,35,2025-07-24,5,Y
762,1041,35,2025-07-16,5,Y
763,205,35,2025-09-10,5,Y
764,950,36,2022-09-26,5,Y
765,158,36,2022-09-01,5,Y
766,380,36,2022-10-23,3,Y
767,364,36,2022-12-11,4,Y
768,588,36,2023-01-19,4,Y
769,226,36,2023-02-07,5,Y
