Store Key,Date Key,Store Visits
84,2022-06-11,3
84,2022-06-12,17
84,2022-06-13,6
84,2022-06-14,4
84,2022-06-15,4
84,2022-06-16,13
84,2022-06-17,17
84,2022-06-18,9
84,2022-06-19,9
84,2022-06-20,9
84,2022-06-21,8
84,2022-06-22,4
84,2022-06-23,20
84,2022-06-24,12
84,2022-06-25,3
84,2022-06-26,8
84,2022-06-27,3
84,2022-06-28,17
84,2022-06-29,3
84,2022-06-30,15
84,2022-07-01,8
84,2022-07-02,9
84,2022-07-03,4
84,2022-07-04,4
84,2022-07-05,17
84,2022-07-06,3
84,2022-07-07,11
84,2022-07-08,7
84,2022-07-09,4
84,2022-07-10,11
84,2022-07-11,10
84,2022-07-12,8
84,2022-07-13,4
84,2022-07-14,7
84,2022-07-15,11
84,2022-07-16,5
84,2022-07-17,21
84,2022-07-18,3
84,2022-07-19,9
84,2022-07-20,4
84,2022-07-21,13
84,2022-07-22,10
84,2022-07-23,14
84,2022-07-24,4
84,2022-07-25,11
84,2022-07-26,11
84,2022-07-27,7
84,2022-07-28,8
84,2022-07-29,7
84,2022-07-30,12
84,2022-07-31,8
84,2022-08-01,7
84,2022-08-02,4
84,2022-08-03,13
84,2022-08-04,4
84,2022-08-05,15
84,2022-08-06,6
84,2022-08-07,4
84,2022-08-08,10
84,2022-08-09,7
84,2022-08-10,4
84,2022-08-11,8
84,2022-08-12,8
84,2022-08-13,7
84,2022-08-14,3
84,2022-08-15,10
84,2022-08-16,7
84,2022-08-17,4
84,2022-08-18,9
84,2022-08-19,10
84,2022-08-20,17
84,2022-08-21,4
84,2022-08-22,4
84,2022-08-23,7
84,2022-08-24,7
84,2022-08-25,12
84,2022-08-26,14
84,2022-08-27,4
84,2022-08-28,13
84,2022-08-29,21
84,2022-08-30,8
84,2022-08-31,3
84,2022-09-01,13
84,2022-09-02,14
84,2022-09-03,3
84,2022-09-04,8
84,2022-09-05,8
84,2022-09-06,15
84,2022-09-07,3
84,2022-09-08,11
84,2022-09-09,4
84,2022-09-10,4
84,2022-09-11,10
84,2022-09-12,8
84,2022-09-13,4
84,2022-09-14,11
84,2022-09-15,4
84,2022-09-16,14
84,2022-09-17,10
84,2022-09-18,4
84,2022-09-19,7
84,2022-09-20,12
84,2022-09-21,10
84,2022-09-22,4
84,2022-09-23,15
84,2022-09-24,4
84,2022-09-25,8
84,2022-09-26,10
84,2022-09-27,8
84,2022-09-28,7
84,2022-09-29,4
84,2022-09-30,11
84,2022-10-01,7
84,2022-10-02,5
84,2022-10-03,12
84,2022-10-04,7
84,2022-10-05,7
84,2022-10-06,4
84,2022-10-07,3
84,2022-10-08,16
84,2022-10-09,4
84,2022-10-10,11
84,2022-10-11,7
84,2022-10-12,7
84,2022-10-13,3
84,2022-10-14,9
84,2022-10-15,4
84,2022-10-16,10
84,2022-10-17,4
84,2022-10-18,4
84,2022-10-19,11
84,2022-10-20,11
84,2022-10-21,7
84,2022-10-22,11
84,2022-10-23,4
84,2022-10-24,4
84,2022-10-25,7
84,2022-10-26,3
84,2022-10-27,4
84,2022-10-28,11
84,2022-10-29,3
84,2022-10-30,18
84,2022-10-31,13
84,2022-11-01,11
84,2022-11-02,3
84,2022-11-03,14
84,2022-11-04,4
84,2022-11-05,13
84,2022-11-06,9
84,2022-11-07,7
84,2022-11-08,3
84,2022-11-09,17
84,2022-11-10,12
84,2022-11-11,4
84,2022-11-12,5
84,2022-11-13,11
84,2022-11-14,3
84,2022-11-15,16
84,2022-11-16,14
84,2022-11-17,11
84,2022-11-18,4
84,2022-11-19,9
84,2022-11-20,4
84,2022-11-21,7
84,2022-11-22,10
84,2022-11-23,4
84,2022-11-24,9
84,2022-11-25,9
84,2022-11-26,4
84,2022-11-27,8
84,2022-11-28,8
84,2022-11-29,15
84,2022-11-30,3
84,2022-12-01,16
84,2022-12-02,5
84,2022-12-03,4
84,2022-12-04,4
84,2022-12-05,8
84,2022-12-06,14
84,2022-12-07,7
84,2022-12-08,14
84,2022-12-09,16
84,2022-12-10,8
84,2022-12-11,3
84,2022-12-12,4
84,2022-12-13,17
84,2022-12-14,20
84,2022-12-15,8
84,2022-12-16,11
84,2022-12-17,11
84,2022-12-18,9
84,2022-12-19,4
84,2022-12-20,12
84,2022-12-21,14
84,2022-12-22,4
84,2022-12-23,10
84,2022-12-24,4
84,2022-12-25,12
84,2022-12-26,7
84,2022-12-27,13
84,2022-12-28,4
84,2022-12-29,10
84,2022-12-30,14
84,2022-12-31,3
84,2023-01-01,8
84,2023-01-02,12
84,2023-01-03,7
84,2023-01-04,4
84,2023-01-05,4
84,2023-01-06,18
84,2023-01-07,3
84,2023-01-08,13
84,2023-01-09,7
84,2023-01-10,8
84,2023-01-11,4
84,2023-01-12,4
84,2023-01-13,15
84,2023-01-14,3
84,2023-01-15,10
84,2023-01-16,4
84,2023-01-17,8
84,2023-01-18,4
84,2023-01-19,13
84,2023-01-20,5
84,2023-01-21,3
84,2023-01-22,11
84,2023-01-23,16
84,2023-01-24,3
84,2023-01-25,11
84,2023-01-26,6
84,2023-01-27,12
84,2023-01-28,4
84,2023-01-29,14
84,2023-01-30,13
84,2023-01-31,4
84,2023-02-01,4
84,2023-02-02,14
84,2023-02-03,7
84,2023-02-04,8
84,2023-02-05,3
84,2023-02-06,7
84,2023-02-07,9
84,2023-02-08,8
84,2023-02-09,4
84,2023-02-10,9
84,2023-02-11,15
84,2023-02-12,8
84,2023-02-13,11
84,2023-02-14,4
84,2023-02-15,4
84,2023-02-16,4
84,2023-02-17,10
84,2023-02-18,4
84,2023-02-19,3
84,2023-02-20,17
84,2023-02-21,7
84,2023-02-22,3
84,2023-02-23,4
84,2023-02-24,4
84,2023-02-25,8
84,2023-02-26,8
84,2023-02-27,13
84,2023-02-28,4
84,2023-03-01,5
84,2023-03-02,4
84,2023-03-03,3
84,2023-03-04,13
84,2023-03-05,8
84,2023-03-06,15
84,2023-03-07,4
84,2023-03-08,12
84,2023-03-09,3
84,2023-03-10,3
84,2023-03-11,7
84,2023-03-12,3
84,2023-03-13,16
84,2023-03-14,7
84,2023-03-15,4
84,2023-03-16,4
84,2023-03-17,3
84,2023-03-18,16
84,2023-03-19,3
84,2023-03-20,4
84,2023-03-21,20
84,2023-03-22,4
84,2023-03-23,3
84,2023-03-24,4
84,2023-03-25,11
84,2023-03-26,11
84,2023-03-27,8
84,2023-03-28,19
84,2023-03-29,4
84,2023-03-30,3
84,2023-03-31,4
84,2023-04-01,13
84,2023-04-02,4
84,2023-04-03,7
84,2023-04-04,16
84,2023-04-05,3
84,2023-04-06,7
84,2023-04-07,7
84,2023-04-08,15
84,2023-04-09,5
84,2023-04-10,7
84,2023-04-11,4
84,2023-04-12,7
84,2023-04-13,5
84,2023-04-14,11
84,2023-04-15,7
84,2023-04-16,16
84,2023-04-17,3
84,2023-04-18,15
84,2023-04-19,4
84,2023-04-20,4
84,2023-04-21,4
84,2023-04-22,3
84,2023-04-23,22
84,2023-04-24,3
84,2023-04-25,10
84,2023-04-26,4
84,2023-04-27,6
84,2023-04-28,4
84,2023-04-29,3
84,2023-04-30,18
84,2023-05-01,3
84,2023-05-02,8
84,2023-05-03,4
84,2023-05-04,8
84,2023-05-05,10
84,2023-05-06,4
84,2023-05-07,13
84,2023-05-08,7
84,2023-05-09,8
84,2023-05-10,4
84,2023-05-11,9
84,2023-05-12,7
84,2023-05-13,7
84,2023-05-14,10
84,2023-05-15,8
84,2023-05-16,11
84,2023-05-17,5
84,2023-05-18,8
84,2023-05-19,9
84,2023-05-20,3
84,2023-05-21,9
84,2023-05-22,13
84,2023-05-23,4
84,2023-05-24,18
84,2023-05-25,5
84,2023-05-26,3
84,2023-05-27,14
84,2023-05-28,14
84,2023-05-29,3
84,2023-05-30,10
84,2023-05-31,11
84,2023-06-01,4
84,2023-06-02,4
84,2023-06-03,15
84,2023-06-04,4
84,2023-06-05,3
84,2023-06-06,11
84,2023-06-07,8
84,2023-06-08,4
84,2023-06-09,9
84,2023-06-10,5
84,2023-06-11,3
84,2023-06-12,7
84,2023-06-13,3
84,2023-06-14,14
84,2023-06-15,7
84,2023-06-16,4
84,2023-06-17,4
84,2023-06-18,10
84,2023-06-19,3
84,2023-06-20,14
84,2023-06-21,4
84,2023-06-22,4
84,2023-06-23,3
84,2023-06-24,4
84,2023-06-25,3
84,2023-06-26,4
84,2023-06-27,4
84,2023-06-28,7
84,2023-06-29,4
84,2023-06-30,3
84,2023-07-01,3
84,2023-07-02,8
84,2023-07-03,8
84,2023-07-04,6
84,2023-07-05,9
84,2023-07-06,4
84,2023-07-07,3
84,2023-07-08,4
84,2023-07-09,17
84,2023-07-10,8
84,2023-07-11,7
84,2023-07-12,7
84,2023-07-13,3
84,2023-07-14,3
84,2023-07-15,4
84,2023-07-16,3
84,2023-07-17,8
84,2023-07-18,7
84,2023-07-19,8
84,2023-07-20,4
84,2023-07-21,3
84,2023-07-22,4
84,2023-07-23,9
84,2023-07-24,17
84,2023-07-25,5
84,2023-07-26,7
84,2023-07-27,4
84,2023-07-28,3
84,2023-07-29,13
84,2023-07-30,3
84,2023-07-31,8
84,2023-08-01,4
84,2023-08-02,3
84,2023-08-03,4
84,2023-08-04,8
84,2023-08-05,3
84,2023-08-06,8
84,2023-08-07,7
84,2023-08-08,4
84,2023-08-09,11
84,2023-08-10,4
84,2023-08-11,8
84,2023-08-12,4
84,2023-08-13,11
84,2023-08-14,4
84,2023-08-15,3
84,2023-08-16,7
84,2023-08-17,9
84,2023-08-18,7
84,2023-08-19,3
84,2023-08-20,7
84,2023-08-21,3
84,2023-08-22,3
84,2023-08-23,7
84,2023-08-24,3
84,2023-08-25,4
84,2023-08-26,3
84,2023-08-27,5
84,2023-08-28,6
84,2023-08-29,4
84,2023-08-30,8
84,2023-08-31,7
84,2023-09-01,3
84,2023-09-02,7
84,2023-09-03,10
84,2023-09-04,3
84,2023-09-05,4
84,2023-09-06,4
84,2023-09-07,15
84,2023-09-08,3
84,2023-09-09,3
84,2023-09-10,6
84,2023-09-11,4
84,2023-09-12,4
84,2023-09-13,3
84,2023-09-14,9
84,2023-09-15,3
84,2023-09-16,3
84,2023-09-17,8
84,2023-09-18,7
84,2023-09-19,4
84,2023-09-20,25
84,2023-09-21,3
84,2023-09-22,4
84,2023-09-23,3
84,2023-09-24,3
84,2023-09-25,16
84,2023-09-26,4
84,2023-09-27,17
84,2023-09-28,14
84,2023-09-29,3
84,2023-09-30,3
84,2023-10-01,7
84,2023-10-02,24
84,2023-10-03,7
84,2023-10-04,4
84,2023-10-05,14
84,2023-10-06,3
84,2023-10-07,4
84,2023-10-08,8
84,2023-10-09,3
84,2023-10-10,12
84,2023-10-11,12
84,2023-10-12,10
84,2023-10-13,4
84,2023-10-14,4
84,2023-10-15,7
84,2023-10-16,8
84,2023-10-17,8
84,2023-10-18,5
84,2023-10-19,14
84,2023-10-20,11
84,2023-10-21,3
84,2023-10-22,4
84,2023-10-23,13
84,2023-10-24,5
84,2023-10-25,12
84,2023-10-26,10
84,2023-10-27,4
84,2023-10-28,3
84,2023-10-29,4
84,2023-10-30,3
84,2023-10-31,12
84,2023-11-01,18
84,2023-11-02,9
84,2023-11-03,5
84,2023-11-04,3
84,2023-11-05,5
84,2023-11-06,12
84,2023-11-07,4
84,2023-11-08,14
84,2023-11-09,17
84,2023-11-10,7
84,2023-11-11,3
84,2023-11-12,8
84,2023-11-13,7
84,2023-11-14,9
84,2023-11-15,19
84,2023-11-16,19
84,2023-11-17,4
84,2023-11-18,4
84,2023-11-19,7
84,2023-11-20,3
84,2023-11-21,15
84,2023-11-22,4
84,2023-11-23,12
84,2023-11-24,13
84,2023-11-25,4
84,2023-11-26,7
84,2023-11-27,3
84,2023-11-28,5
84,2023-11-29,12
84,2023-11-30,7
84,2023-12-01,15
84,2023-12-02,9
84,2023-12-03,8
84,2023-12-04,4
84,2023-12-05,12
84,2023-12-06,7
84,2023-12-07,15
84,2023-12-08,4
84,2023-12-09,21
84,2023-12-10,3
84,2023-12-11,22
84,2023-12-12,5
84,2023-12-13,4
84,2023-12-14,15
84,2023-12-15,4
84,2023-12-16,3
84,2023-12-17,13
84,2023-12-18,9
84,2023-12-19,17
84,2023-12-20,3
84,2023-12-21,7
84,2023-12-22,9
84,2023-12-23,3
84,2023-12-24,4
84,2023-12-25,13
84,2023-12-26,14
84,2023-12-27,4
84,2023-12-28,4
84,2023-12-29,3
84,2023-12-30,9
84,2023-12-31,4
84,2024-01-01,4
84,2024-01-02,23
84,2024-01-03,7
84,2024-01-04,3
84,2024-01-05,4
84,2024-01-06,11
84,2024-01-07,4
84,2024-01-08,11
84,2024-01-09,13
84,2024-01-10,15
84,2024-01-11,4
84,2024-01-12,10
84,2024-01-13,5
84,2024-01-14,17
84,2024-01-15,7
84,2024-01-16,8
84,2024-01-17,7
84,2024-01-18,3
84,2024-01-19,3
84,2024-01-20,4
84,2024-01-21,14
84,2024-01-22,3
84,2024-01-23,16
84,2024-01-24,16
84,2024-01-25,4
84,2024-01-26,3
84,2024-01-27,3
84,2024-01-28,7
84,2024-01-29,5
84,2024-01-30,8
84,2024-01-31,12
84,2024-02-01,4
84,2024-02-02,10
84,2024-02-03,3
84,2024-02-04,8
84,2024-02-05,4
84,2024-02-06,11
84,2024-02-07,10
84,2024-02-08,3
84,2024-02-09,3
84,2024-02-10,4
84,2024-02-11,14
84,2024-02-12,4
84,2024-02-13,8
84,2024-02-14,16
84,2024-02-15,3
84,2024-02-16,8
84,2024-02-17,4
84,2024-02-18,4
84,2024-02-19,14
84,2024-02-20,10
84,2024-02-21,10
84,2024-02-22,3
84,2024-02-23,3
84,2024-02-24,8
84,2024-02-25,8
84,2024-02-26,4
84,2024-02-27,26
84,2024-02-28,8
84,2024-02-29,3
84,2024-03-01,4
84,2024-03-02,7
84,2024-03-03,7
84,2024-03-04,7
84,2024-03-05,18
84,2024-03-06,8
84,2024-03-07,4
84,2024-03-08,3
84,2024-03-09,4
84,2024-03-10,4
84,2024-03-11,12
84,2024-03-12,5
84,2024-03-13,15
84,2024-03-14,4
84,2024-03-15,4
84,2024-03-16,4
84,2024-03-17,4
84,2024-03-18,14
84,2024-03-19,11
84,2024-03-20,10
84,2024-03-21,3
84,2024-03-22,3
84,2024-03-23,4
84,2024-03-24,11
84,2024-03-25,8
84,2024-03-26,4
84,2024-03-27,3
84,2024-03-28,4
84,2024-03-29,4
84,2024-03-30,4
84,2024-03-31,15
84,2024-04-01,10
84,2024-04-02,7
84,2024-04-03,7
84,2024-04-04,5
84,2024-04-05,8
84,2024-04-06,4
84,2024-04-07,16
84,2024-04-08,15
84,2024-04-09,8
84,2024-04-10,4
84,2024-04-11,11
84,2024-04-12,19
84,2024-04-13,3
84,2024-04-14,8
84,2024-04-15,7
84,2024-04-16,11
84,2024-04-17,4
84,2024-04-18,12
84,2024-04-19,3
84,2024-04-20,10
84,2024-04-21,15
84,2024-04-22,4
84,2024-04-23,7
84,2024-04-24,4
84,2024-04-25,4
84,2024-04-26,3
84,2024-04-27,8
84,2024-04-28,11
84,2024-04-29,3
84,2024-04-30,14
84,2024-05-01,8
84,2024-05-02,4
84,2024-05-03,8
84,2024-05-04,7
84,2024-05-05,21
84,2024-05-06,3
84,2024-05-07,3
84,2024-05-08,4
84,2024-05-09,8
84,2024-05-10,4
84,2024-05-11,14
84,2024-05-12,4
84,2024-05-13,9
84,2024-05-14,5
84,2024-05-15,7
84,2024-05-16,4
84,2024-05-17,8
84,2024-05-18,18
84,2024-05-19,7
84,2024-05-20,3
84,2024-05-21,20
84,2024-05-22,4
84,2024-05-23,8
84,2024-05-24,8
84,2024-05-25,13
84,2024-05-26,10
84,2024-05-27,3
84,2024-05-28,4
84,2024-05-29,8
84,2024-05-30,8
84,2024-05-31,15
84,2024-06-01,7
84,2024-06-02,8
84,2024-06-03,13
84,2024-06-04,3
84,2024-06-05,8
84,2024-06-06,8
84,2024-06-07,7
84,2024-06-08,8
84,2024-06-09,4
84,2024-06-10,6
84,2024-06-11,4
84,2024-06-12,4
84,2024-06-13,7
84,2024-06-14,9
84,2024-06-15,4
84,2024-06-16,18
84,2024-06-17,8
84,2024-06-18,3
84,2024-06-19,4
84,2024-06-20,16
84,2024-06-21,11
84,2024-06-22,4
84,2024-06-23,8
84,2024-06-24,3
84,2024-06-25,7
84,2024-06-26,4
84,2024-06-27,10
84,2024-06-28,11
84,2024-06-29,9
84,2024-06-30,10
84,2024-07-01,3
84,2024-07-02,8
84,2024-07-03,3
84,2024-07-04,8
84,2024-07-05,8
84,2024-07-06,8
84,2024-07-07,12
84,2024-07-08,12
84,2024-07-09,3
84,2024-07-10,11
84,2024-07-11,8
84,2024-07-12,10
84,2024-07-13,19
84,2024-07-14,4
84,2024-07-15,3
84,2024-07-16,3
84,2024-07-17,5
84,2024-07-18,4
84,2024-07-19,9
84,2024-07-20,4
84,2024-07-21,7
84,2024-07-22,3
84,2024-07-23,7
84,2024-07-24,8
84,2024-07-25,3
84,2024-07-26,18
84,2024-07-27,24
84,2024-07-28,4
84,2024-07-29,3
84,2024-07-30,5
84,2024-07-31,4
84,2024-08-01,8
84,2024-08-02,18
84,2024-08-03,4
84,2024-08-04,8
84,2024-08-05,3
84,2024-08-06,4
84,2024-08-07,8
84,2024-08-08,7
84,2024-08-09,12
84,2024-08-10,13
84,2024-08-11,8
84,2024-08-12,4
84,2024-08-13,4
84,2024-08-14,3
84,2024-08-15,14
84,2024-08-16,7
84,2024-08-17,8
84,2024-08-18,13
84,2024-08-19,3
84,2024-08-20,3
84,2024-08-21,4
84,2024-08-22,15
84,2024-08-23,21
84,2024-08-24,5
84,2024-08-25,3
84,2024-08-26,4
84,2024-08-27,3
84,2024-08-28,3
84,2024-08-29,14
84,2024-08-30,24
84,2024-08-31,3
84,2024-09-01,4
84,2024-09-02,3
84,2024-09-03,7
84,2024-09-04,4
84,2024-09-05,17
84,2024-09-06,8
84,2024-09-07,16
84,2024-09-08,3
84,2024-09-09,7
84,2024-09-10,3
84,2024-09-11,8
84,2024-09-12,8
84,2024-09-13,16
84,2024-09-14,8
84,2024-09-15,3
84,2024-09-16,3
84,2024-09-17,4
84,2024-09-18,7
84,2024-09-19,7
84,2024-09-20,9
84,2024-09-21,4
84,2024-09-22,3
84,2024-09-23,4
84,2024-09-24,4
84,2024-09-25,4
84,2024-09-26,11
84,2024-09-27,8
84,2024-09-28,4
84,2024-09-29,3
84,2024-09-30,3
84,2024-10-01,7
84,2024-10-02,4
84,2024-10-03,11
84,2024-10-04,10
84,2024-10-05,3
84,2024-10-06,7
84,2024-10-07,4
84,2024-10-08,7
84,2024-10-09,4
84,2024-10-10,10
84,2024-10-11,12
84,2024-10-12,3
84,2024-10-13,8
84,2024-10-14,8
84,2024-10-15,12
84,2024-10-16,8
84,2024-10-17,11
84,2024-10-18,17
84,2024-10-19,3
84,2024-10-20,8
84,2024-10-21,4
84,2024-10-22,4
84,2024-10-23,12
84,2024-10-24,4
84,2024-10-25,19
84,2024-10-26,4
84,2024-10-27,3
84,2024-10-28,4
84,2024-10-29,4
84,2024-10-30,15
84,2024-10-31,8
84,2024-11-01,5
84,2024-11-02,14
84,2024-11-03,3
84,2024-11-04,4
84,2024-11-05,4
84,2024-11-06,7
84,2024-11-07,8
84,2024-11-08,21
84,2024-11-09,3
84,2024-11-10,8
84,2024-11-11,7
84,2024-11-12,4
84,2024-11-13,13
84,2024-11-14,16
84,2024-11-15,9
84,2024-11-16,10
84,2024-11-17,4
84,2024-11-18,8
84,2024-11-19,4
84,2024-11-20,5
84,2024-11-21,15
84,2024-11-22,21
84,2024-11-23,4
84,2024-11-24,3
84,2024-11-25,8
84,2024-11-26,5
84,2024-11-27,5
84,2024-11-28,10
84,2024-11-29,13
84,2024-11-30,3
84,2024-12-01,10
84,2024-12-02,8
84,2024-12-03,3
84,2024-12-04,9
84,2024-12-05,14
84,2024-12-06,18
84,2024-12-07,4
84,2024-12-08,4
84,2024-12-09,12
84,2024-12-10,3
84,2024-12-11,15
84,2024-12-12,11
84,2024-12-13,13
84,2024-12-14,4
84,2024-12-15,4
84,2024-12-16,3
84,2024-12-17,5
84,2024-12-18,7
84,2024-12-19,4
84,2024-12-20,4
84,2024-12-21,12
84,2024-12-22,4
84,2024-12-23,4
84,2024-12-24,8
84,2024-12-25,4
84,2024-12-26,9
84,2024-12-27,8
84,2024-12-28,8
84,2024-12-29,3
84,2024-12-30,4
84,2024-12-31,4
84,2025-01-01,4
84,2025-01-02,16
84,2025-01-03,13
84,2025-01-04,12
84,2025-01-05,7
84,2025-01-06,3
84,2025-01-07,7
84,2025-01-08,8
84,2025-01-09,8
84,2025-01-10,7
84,2025-01-11,13
84,2025-01-12,3
84,2025-01-13,7
84,2025-01-14,3
84,2025-01-15,7
84,2025-01-16,8
84,2025-01-17,8
84,2025-01-18,8
84,2025-01-19,12
84,2025-01-20,3
84,2025-01-21,7
84,2025-01-22,4
84,2025-01-23,8
84,2025-01-24,3
84,2025-01-25,5
84,2025-01-26,14
84,2025-01-27,4
84,2025-01-28,16
84,2025-01-29,3
84,2025-01-30,4
84,2025-01-31,10
84,2025-02-01,4
84,2025-02-02,4
84,2025-02-03,4
84,2025-02-04,4
84,2025-02-05,4
84,2025-02-06,4
84,2025-02-07,7
