Product Key,Effective Start Date,Price,Discount Percent,Promotion Key
32,2022-06-01,363.23,0,
32,2023-09-11,350.5,0,
32,2024-02-21,360.07,0,
32,2024-08-16,350.29,0,
32,2025-07-18,322.75,0,
32,2025-07-19,322.06,0,
33,2022-04-28,111.1,0,
33,2023-10-25,107.27,0,
33,2023-12-10,87.6,20,29
33,2024-12-28,100.85,0,
34,2022-12-25,183.8,0,
34,2025-01-28,180.76,0,
34,2025-02-09,169.14,0,
34,2025-04-02,156.66,0,
35,2022-07-08,999.46,0,
35,2022-09-15,981.41,0,
35,2023-01-30,935.27,0,
35,2023-08-25,871.95,0,
35,2024-05-20,848.07,0,
35,2025-04-24,855.78,0,
35,2025-06-19,814.6,0,
35,2025-07-01,864.8,20,47
36,2022-04-05,135.98,0,
36,2022-08-20,138.97,0,
36,2023-01-11,131.64,0,
36,2024-10-31,124.79,0,
36,2024-12-10,117.2,20,42
36,2025-03-03,123.81,0,
37,2022-06-10,281.88,0,
37,2023-03-21,268.65,10,20
37,2023-05-23,270.43,0,
37,2024-09-07,260.35,0,
37,2025-06-11,264.64,0,
38,2022-12-13,188.4,20,18
38,2024-01-31,219.54,0,
38,2024-04-13,217.02,0,
38,2024-07-10,213.37,0,
38,2024-10-29,208.11,0,
39,2022-04-05,453.85,0,
39,2023-11-21,457.91,0,
39,2023-12-14,390.0,20,29
39,2024-03-16,438.75,10,31
40,2021-09-27,177.6,0,
40,2023-01-20,165.71,0,
40,2025-02-13,160.08,0,
41,2022-04-19,1218.98,0,
41,2022-07-18,1204.02,0,
41,2022-09-07,1021.27,15,14
41,2024-02-01,1143.29,0,
42,2021-08-26,454.01,0,
42,2021-10-31,424.66,0,
42,2022-05-12,396.01,0,
42,2022-05-15,387.02,0,
42,2023-11-26,311.85,30,27
42,2025-01-17,370.52,0,
42,2025-04-02,373.84,0,
43,2021-09-20,298.54,0,
43,2021-11-29,212.8,30,3
43,2022-04-20,290.98,0,
43,2025-02-06,270.43,0,
44,2022-06-24,175.92,0,
44,2023-01-28,175.93,0,
44,2023-09-01,155.55,15,25
44,2024-01-18,179.74,0,
44,2024-03-26,165.49,0,
44,2024-10-15,155.55,15,38
44,2025-01-20,163.42,0,
45,2022-04-17,561.3,0,
45,2022-07-26,565.74,0,
45,2022-12-02,420.75,25,17
45,2024-05-01,559.37,0,
45,2025-05-03,524.19,0,
45,2025-08-03,517.23,0,
46,2021-10-28,109.86,0,
46,2021-12-13,92.0,20,5
46,2022-04-20,106.89,0,
46,2023-05-22,103.15,0,
46,2023-11-17,96.44,0,
46,2024-01-09,97.75,15,30
46,2024-03-13,94.59,0,
46,2025-04-27,95.0,0,
47,2022-01-20,690.28,0,
47,2023-01-17,636.22,0,
47,2023-03-30,606.38,0,
47,2023-12-12,558.0,20,29
47,2024-03-07,580.91,0,
47,2024-11-22,556.49,0,
48,2022-01-15,730.46,0,
48,2022-06-04,717.01,0,
48,2022-12-11,591.6,20,18
48,2023-06-26,701.56,0,
48,2023-09-25,693.18,0,
48,2024-03-24,665.55,10,31
48,2025-02-19,689.67,0,
49,2021-10-29,103.38,0,
49,2022-01-10,97.53,0,
49,2022-09-24,92.56,0,
49,2023-03-17,98.55,10,20
50,2022-06-17,309.18,0,
50,2022-08-16,286.0,12,13
50,2024-01-13,300.53,0,
51,2021-10-19,214.71,0,
51,2022-09-19,166.5,26,15
51,2022-10-24,211.35,0,
51,2023-01-12,217.63,0,
51,2023-05-05,150.75,33,21
51,2023-12-22,209.22,0,
51,2024-11-17,200.4,0,
51,2025-07-12,164.25,27,48
52,2021-08-25,105.86,0,
52,2021-11-10,102.42,0,
52,2022-07-16,103.81,0,
52,2023-11-05,103.17,0,
52,2024-08-18,96.51,0,
52,2025-04-03,94.44,0,
52,2025-05-24,93.08,15,46
52,2025-07-23,92.88,0,
53,2022-02-10,203.02,0,
53,2023-02-08,191.61,0,
53,2023-10-18,190.98,0,
53,2023-11-01,177.14,0,
53,2024-02-01,172.23,0,
53,2025-03-20,183.6,10,45
53,2025-07-31,173.29,0,
54,2022-07-22,185.8,0,
54,2023-04-06,188.15,0,
54,2023-04-19,174.05,0,
54,2023-08-12,161.04,12,24
54,2024-04-07,167.54,0,
54,2025-03-14,172.11,0,
54,2025-09-08,165.03,0,
55,2021-12-30,618.8,0,
55,2022-03-21,570.57,0,
55,2023-04-16,543.06,0,
55,2023-04-28,558.91,0,
55,2023-08-13,544.72,12,24
55,2024-04-06,555.21,0,
55,2024-05-10,521.76,0,
55,2025-03-31,486.06,0,
56,2022-05-30,767.12,15,11
56,2023-03-23,888.13,0,
56,2024-09-25,873.95,0,
56,2025-01-26,871.6,0,
57,2022-08-30,117.48,0,
57,2022-12-29,114.44,0,
57,2024-05-22,112.49,0,
58,2023-12-31,168.26,0,
58,2025-04-04,159.8,0,
58,2025-07-09,163.83,0,
58,2025-10-06,166.52,0,
59,2022-11-10,217.88,0,
59,2024-09-23,214.04,0,
59,2024-10-04,210.26,0,
59,2025-05-31,210.01,0,
60,2022-01-13,164.19,0,
60,2022-12-01,121.5,25,17
60,2023-09-19,159.61,0,
60,2023-10-12,158.25,0,
60,2025-03-06,151.85,0,
60,2025-04-27,140.93,0,
60,2025-09-07,144.48,0,
61,2021-10-10,52.06,0,
61,2022-08-02,49.75,0,
61,2025-03-13,49.31,0,
61,2025-08-27,47.35,0,
62,2021-09-15,418.45,0,
62,2021-10-02,428.44,0,
62,2021-10-29,440.48,0,
62,2021-12-11,348.0,20,5
62,2022-10-20,418.7,0,
62,2023-06-22,423.75,0,
62,2023-11-07,425.09,0,
63,2021-08-30,169.46,21,1
63,2021-10-12,217.1,0,
63,2023-09-09,182.32,15,25
63,2023-12-06,214.19,0,
63,2024-11-09,212.85,0,
63,2024-11-14,218.58,0,
64,2021-08-24,967.48,0,
64,2021-12-22,978.9,0,
64,2022-05-22,917.82,0,
64,2023-10-14,895.49,0,
64,2024-05-04,857.99,0,
64,2025-05-10,881.9,0,
65,2023-09-14,116.72,0,
65,2024-03-16,103.5,10,31
65,2024-05-08,110.93,0,
65,2024-05-26,97.75,15,33
66,2021-12-11,96.0,20,5
66,2022-06-23,119.31,0,
66,2022-12-27,122.54,0,
66,2023-03-15,108.0,10,20
66,2023-08-25,120.91,0,
66,2024-05-26,102.0,15,33
66,2024-11-03,118.91,0,
66,2025-06-30,116.08,0,
67,2021-09-11,47.97,0,
67,2021-10-06,46.82,0,
67,2021-12-09,44.15,0,
67,2021-12-18,41.66,0,
67,2022-01-06,44.2,15,6
67,2022-12-27,40.56,0,
67,2024-05-07,40.59,0,
67,2025-08-28,37.77,0,
68,2022-04-16,92.39,0,
68,2022-12-12,79.2,20,18
68,2023-01-11,93.36,0,
68,2023-05-27,84.15,15,22
68,2025-02-16,91.95,0,
68,2025-04-17,84.6,0,
69,2022-02-02,407.46,0,
69,2022-03-13,380.02,0,
69,2022-11-30,302.62,25,17
69,2022-12-28,363.13,0,
69,2024-01-19,345.8,0,
69,2024-04-24,335.96,0,
69,2024-06-24,321.93,0,
70,2022-03-05,524.43,0,
70,2023-02-01,502.39,0,
70,2023-03-19,490.95,10,20
70,2023-05-24,463.68,15,22
70,2024-07-16,502.94,0,
70,2025-03-04,505.69,0,
70,2025-08-05,507.7,0,
70,2025-09-25,502.51,0,
71,2022-08-15,465.96,12,13
71,2024-11-06,538.82,0,
71,2025-03-09,545.17,0,
71,2025-04-27,546.62,0,
71,2025-10-15,402.42,24,52
72,2022-03-07,519.56,0,
72,2022-05-14,479.28,0,
72,2024-04-06,477.21,0,
73,2021-10-10,250.45,0,
73,2022-09-06,222.7,15,14
73,2022-10-05,234.97,0,
73,2022-12-26,229.32,0,
73,2025-03-23,222.82,0,
74,2021-09-07,293.95,0,
74,2021-12-22,287.58,0,
74,2022-06-04,285.54,0,
74,2022-07-19,264.4,0,
74,2025-03-14,262.08,0,
74,2025-10-14,226.86,24,52
75,2022-04-17,499.99,0,
75,2023-06-01,473.83,0,
75,2023-12-09,458.14,0,
75,2024-04-30,458.87,0,
75,2024-09-21,450.36,0,
75,2025-02-25,349.47,34,44
75,2025-05-15,433.36,0,
75,2025-08-17,465.96,12,49
76,2022-04-26,292.4,32,10
76,2023-09-05,365.5,15,25
76,2023-12-31,440.44,0,
76,2024-01-28,414.7,0,
76,2024-10-11,410.67,0,
76,2024-12-18,415.28,0,
76,2025-06-01,416.23,0,
76,2025-06-06,416.31,0,
77,2023-04-25,697.71,0,
77,2023-09-22,695.01,0,
77,2024-10-17,683.01,0,
78,2022-07-02,142.4,20,12
78,2024-03-01,176.49,0,
78,2025-08-03,172.74,0,
79,2021-09-11,138.9,0,
79,2021-12-20,142.33,0,
79,2022-06-26,142.3,0,
79,2023-11-26,102.55,30,27
79,2025-07-27,137.08,0,
79,2025-09-03,124.52,15,50
79,2025-09-18,134.67,0,
80,2022-12-22,421.69,0,
80,2023-11-03,419.04,0,
80,2025-04-13,395.64,0,
81,2023-02-01,59.32,0,
81,2023-11-11,55.72,0,
81,2024-05-25,53.12,15,33
81,2024-09-13,51.38,0,
81,2024-12-01,43.75,30,39
81,2025-08-13,55.0,12,49
82,2021-11-10,371.28,0,
82,2022-06-09,373.59,0,
82,2022-10-26,367.56,0,
82,2022-12-06,375.95,0,
82,2023-10-06,373.53,0,
82,2025-08-29,364.49,0,
83,2022-09-29,575.58,0,
83,2023-03-21,552.15,10,20
83,2023-09-24,543.61,0,
83,2024-03-25,516.09,0,
83,2025-04-21,486.01,0,
84,2022-01-17,1188.19,0,
84,2022-04-15,1220.05,0,
84,2022-05-23,1201.12,0,
84,2023-11-19,1226.57,0,
84,2024-11-28,855.75,30,39
84,2025-03-05,1143.61,0,
85,2024-06-30,337.18,0,
85,2024-12-12,268.4,20,42
85,2025-01-10,285.18,15,43
86,2021-10-17,515.11,0,
86,2022-05-19,519.62,0,
86,2023-04-01,531.05,0,
86,2024-03-09,495.3,0,
86,2024-07-11,481.65,0,
87,2021-10-22,156.99,0,
87,2023-05-31,151.45,0,
87,2023-11-29,113.4,30,27
88,2022-04-25,206.72,32,10
88,2022-07-20,312.56,0,
88,2022-08-06,307.46,0,
88,2023-11-03,309.79,0,
88,2024-03-09,315.3,0,
88,2024-08-08,294.19,0,
88,2024-09-22,271.25,0,
88,2025-06-07,257.99,0,
89,2023-05-06,684.9,0,
89,2023-11-25,495.6,30,27
89,2025-02-01,665.86,0,
90,2022-03-06,1561.15,0,
90,2024-02-17,1559.14,0,
90,2025-03-21,1449.9,10,45
90,2025-08-28,1514.05,0,
91,2022-09-07,423.3,15,14
91,2022-10-27,495.79,0,
91,2023-09-27,476.31,0,
91,2023-11-21,480.68,0,
91,2024-05-09,464.37,0,
91,2025-07-21,473.77,0,
92,2022-01-23,304.07,0,
92,2022-03-12,305.42,0,
92,2022-04-10,288.44,0,
92,2024-09-22,285.85,0,
92,2025-07-31,288.57,0,
93,2022-03-13,103.73,0,
93,2023-10-08,103.77,0,
93,2025-01-19,96.28,0,
93,2025-06-22,92.75,0,
93,2025-08-14,96.36,12,49
94,2021-08-20,906.9,0,
94,2021-09-24,928.7,0,
94,2023-02-25,900.8,0,
94,2024-10-11,906.94,0,
94,2024-12-06,864.19,0,
95,2023-01-20,63.8,0,
95,2024-05-11,61.0,0,
95,2025-05-03,60.76,0,
95,2025-06-25,56.83,0,
96,2022-08-01,671.31,0,
96,2024-02-23,657.56,0,
96,2024-05-26,570.77,15,33
96,2024-08-24,626.46,0,
96,2024-12-27,630.82,0,
96,2025-04-08,594.96,0,
96,2025-04-09,560.59,0,
96,2025-06-01,569.62,0,
97,2021-10-12,154.55,0,
97,2021-12-30,145.41,0,
97,2022-02-20,138.09,0,
97,2022-06-02,130.72,0,
97,2024-11-11,129.03,0,
97,2025-01-19,120.99,0,
97,2025-05-23,123.16,0,
98,2021-12-27,114.13,0,
98,2022-07-23,115.69,0,
98,2023-03-05,116.62,0,
98,2023-11-10,114.72,0,
98,2024-05-09,117.85,0,
98,2025-06-08,108.48,0,
98,2025-09-27,100.67,0,
99,2022-03-16,2196.45,10,8
99,2023-09-30,2457.17,0,
99,2023-10-04,1903.59,22,26
99,2023-12-26,2265.85,0,
99,2025-01-16,2206.69,0,
99,2025-05-03,2229.31,0,
100,2021-10-17,1020.73,0,
100,2022-01-22,957.49,0,
100,2022-05-15,919.26,0,
100,2022-08-19,934.0,0,
100,2024-10-19,942.53,0,
101,2024-04-08,304.97,0,
101,2024-07-15,281.46,0,
101,2024-11-18,264.37,0,
101,2024-11-18,244.38,0,
102,2021-11-17,266.38,0,
102,2022-04-07,261.68,0,
102,2023-09-07,231.62,15,25
102,2024-01-08,231.62,15,30
102,2024-02-26,248.74,0,
102,2024-08-27,246.37,0,
102,2024-11-24,190.75,30,39
102,2025-09-29,252.88,0,
103,2022-04-15,1062.2,0,
103,2023-03-12,981.85,0,
103,2024-02-10,919.72,0,
103,2024-09-10,942.91,0,
104,2021-11-09,115.69,0,
104,2022-01-05,97.75,15,6
104,2022-07-04,92.0,20,12
104,2022-11-14,106.53,0,
104,2023-07-10,104.74,0,
104,2024-06-14,99.63,0,
104,2024-12-14,92.0,20,42
104,2025-05-14,100.44,0,
105,2022-12-23,546.56,0,
105,2023-03-10,514.38,0,
105,2023-06-05,514.45,0,
105,2023-07-21,474.18,0,
105,2023-11-26,414.75,30,27
105,2024-02-28,439.38,0,
105,2024-11-01,426.0,0,
106,2022-03-18,98.55,10,8
106,2024-04-28,110.44,0,
106,2025-03-09,111.01,0,
107,2021-09-13,242.31,0,
107,2022-10-27,244.71,0,
107,2023-06-30,241.09,0,
107,2025-01-21,239.48,0,
107,2025-09-03,213.78,15,50
108,2021-10-12,1051.17,0,
108,2021-11-08,1072.94,0,
108,2022-03-11,1081.8,0,
108,2022-04-26,759.9,32,10
108,2024-04-11,1019.71,0,
108,2025-04-21,1020.66,0,
109,2022-02-01,573.8,0,
109,2022-07-31,544.48,0,
109,2022-09-04,485.77,15,14
109,2023-03-05,517.9,0,
109,2025-05-26,485.77,15,46
109,2025-06-24,478.35,0,
109,2025-08-24,477.73,0,
109,2025-10-16,434.34,24,52
110,2024-06-21,168.82,0,
110,2024-10-09,169.9,0,
110,2025-01-25,171.31,0,
111,2021-11-11,100.45,0,
111,2022-10-06,98.3,0,
111,2022-10-11,95.42,0,
111,2023-10-14,88.04,0,
111,2024-09-04,84.15,15,37
111,2025-01-07,84.15,15,43
111,2025-08-13,87.12,12,49
111,2025-08-27,85.53,0,
112,2022-06-14,1593.85,0,
112,2023-01-14,1532.83,0,
112,2023-09-02,1396.12,15,25
112,2023-10-29,1489.91,0,
112,2023-12-10,1314.0,20,29
112,2025-07-11,1463.66,0,
113,2021-10-31,57.32,0,
113,2021-11-09,56.18,0,
113,2021-12-06,42.75,25,4
113,2022-04-14,52.57,0,
113,2024-04-12,52.98,0,
113,2024-10-04,49.32,0,
113,2025-05-31,45.82,0,
113,2025-09-05,48.45,15,50
114,2021-10-09,491.51,0,
114,2021-10-17,455.58,0,
114,2022-08-16,465.96,12,13
114,2023-09-19,427.32,0,
114,2024-05-13,411.35,0,
115,2022-11-04,747.49,0,
115,2023-09-24,767.14,0,
115,2024-08-21,785.37,0,
115,2024-10-16,797.46,0,
115,2025-05-17,819.8,0,
115,2025-09-15,799.05,0,
115,2025-09-16,797.46,0,
116,2022-09-24,773.86,0,
116,2023-03-29,743.56,0,
116,2023-04-23,697.92,0,
116,2023-04-26,674.51,0,
116,2024-02-14,623.86,0,
116,2024-05-23,574.53,0,
116,2025-05-18,542.56,0,
117,2021-10-09,293.91,0,
117,2024-01-08,244.8,15,30
117,2024-02-26,279.9,0,
117,2024-04-27,287.73,0,
117,2024-09-04,244.8,15,37
117,2025-02-16,270.75,0,
118,2022-03-30,98.2,0,
118,2022-10-12,100.44,0,
118,2023-03-19,89.1,10,20
118,2024-01-12,95.34,0,
118,2024-07-06,79.2,20,34
118,2024-12-31,89.5,0,
118,2025-06-18,86.92,0,
118,2025-08-16,87.12,12,49
119,2021-09-11,537.05,0,
119,2022-07-11,537.52,0,
119,2022-09-29,500.42,0,
119,2022-12-30,486.92,0,
119,2023-07-20,468.9,0,
119,2024-08-23,467.16,0,
119,2025-03-12,447.86,0,
119,2025-08-14,512.16,12,49
120,2022-08-13,142.56,12,13
120,2022-10-09,151.19,0,
120,2023-01-13,141.45,0,
120,2023-10-14,137.13,0,
120,2024-10-17,129.6,0,
120,2025-03-14,123.75,0,
120,2025-05-06,114.44,0,
121,2021-10-16,148.36,0,
121,2022-12-30,139.13,0,
121,2024-06-23,142.9,0,
121,2024-07-15,135.75,0,
121,2024-08-14,133.32,12,36
121,2024-11-02,137.58,0,
121,2025-07-31,129.71,0,
122,2022-04-06,365.77,0,
122,2022-04-17,352.05,0,
122,2022-11-27,260.4,30,16
122,2023-02-19,352.66,0,
122,2023-12-18,346.98,0,
122,2024-11-20,338.72,0,
122,2025-10-05,336.89,0,
122,2025-10-11,326.47,0,
123,2021-10-25,456.45,0,
123,2022-01-28,457.11,0,
123,2022-12-19,469.65,0,
123,2023-01-27,441.48,0,
123,2023-07-10,412.24,0,
123,2024-07-22,408.39,0,
123,2025-04-09,391.12,0,
124,2021-08-28,817.26,0,
124,2021-10-23,761.82,0,
124,2021-12-03,653.25,25,4
124,2022-01-08,739.06,0,
124,2024-01-26,708.74,0,
125,2021-11-01,992.0,0,
125,2021-11-28,738.15,30,3
125,2022-01-04,896.32,15,6
125,2022-02-23,1002.74,0,
125,2022-06-01,984.55,0,
125,2023-06-17,931.19,0,
125,2023-12-01,738.15,30,27
126,2021-10-15,107.62,0,
126,2022-02-16,107.65,0,
126,2022-04-19,100.59,0,
126,2022-06-24,95.22,0,
127,2022-07-14,151.08,0,
127,2025-01-31,153.17,0,
127,2025-05-22,154.04,0,
127,2025-08-18,157.83,0,
128,2022-03-18,226.35,10,8
128,2023-08-13,221.32,12,24
128,2025-04-29,254.25,0,
128,2025-06-14,240.55,0,
129,2021-11-19,1416.09,0,
129,2022-07-29,1454.1,0,
129,2022-10-27,1452.28,0,
129,2023-01-09,1360.55,0,
129,2024-01-22,1254.5,0,
130,2021-10-26,225.85,0,
130,2023-01-11,211.86,0,
130,2023-06-22,212.89,0,
130,2024-01-19,210.96,0,
130,2024-10-05,194.38,0,
130,2024-12-16,186.77,0,
130,2024-12-20,184.49,0,
130,2025-03-01,173.49,0,
131,2023-03-09,181.81,0,
131,2023-06-02,184.66,0,
131,2023-06-07,182.98,0,
132,2022-08-07,599.14,0,
132,2023-11-19,584.68,0,
132,2024-09-10,550.74,0,
133,2023-10-26,1167.65,0,
133,2024-11-14,1154.81,0,
133,2025-01-26,1133.47,0,
134,2022-04-25,160.14,32,10
134,2023-05-11,240.05,0,
134,2024-09-18,245.81,0,
134,2025-08-05,242.39,0,
135,2022-04-19,96.49,0,
135,2023-02-27,98.2,0,
135,2024-07-13,91.59,0,
135,2025-05-06,90.76,0,
135,2025-09-28,90.47,0,
136,2022-07-16,267.83,0,
136,2023-11-03,267.34,0,
136,2024-02-06,252.62,0,
136,2024-08-14,249.04,12,36
136,2024-09-12,258.58,0,
136,2024-12-02,198.1,30,39
137,2021-09-05,503.62,15,2
137,2023-10-20,589.6,0,
137,2024-03-05,545.68,0,
137,2024-08-20,550.92,0,
137,2024-12-05,509.55,14,41
138,2021-09-04,914.17,15,2
138,2023-04-21,1104.06,0,
138,2023-08-08,1047.85,0,
138,2024-01-08,914.17,15,30
138,2024-02-10,965.75,0,
139,2021-10-12,1158.1,0,
139,2022-02-22,1133.19,0,
139,2022-02-24,1063.31,0,
139,2022-05-26,1021.27,15,11
139,2022-10-19,1029.46,0,
139,2022-12-18,961.2,20,18
139,2023-09-28,1042.54,0,
139,2025-02-16,986.1,0,
140,2022-04-22,745.62,32,9
140,2023-01-12,1125.12,0,
140,2023-05-24,932.02,15,22
140,2025-01-02,932.02,15,43
140,2025-09-05,932.02,15,50
141,2023-11-28,337.75,30,27
141,2024-01-09,410.12,15,30
141,2024-01-15,446.05,0,
141,2024-06-02,445.7,0,
141,2025-10-15,366.7,24,52
142,2021-10-19,489.88,0,
142,2023-09-04,450.07,15,25
142,2025-07-21,453.82,0,
143,2022-04-18,1210.7,0,
143,2022-05-09,1133.67,0,
143,2022-07-04,944.4,20,12
143,2022-08-11,1038.84,12,13
143,2023-01-19,1132.65,0,
143,2023-12-19,1123.33,0,
143,2024-05-11,1043.52,0,
143,2024-11-29,826.35,30,39
144,2023-08-25,1027.99,0,
144,2023-09-24,958.12,0,
144,2024-10-06,957.74,0,
144,2025-04-18,882.13,0,
145,2021-09-27,281.39,0,
145,2024-05-06,282.26,0,
145,2024-06-30,266.51,0,
145,2025-06-17,255.21,0,
146,2022-01-03,128.78,15,6
146,2022-01-04,128.78,15,6
146,2022-04-22,103.02,32,9
146,2022-05-01,153.64,0,
146,2022-05-14,148.32,0,
146,2022-10-04,138.39,0,
146,2023-06-01,139.31,0,
146,2023-10-29,128.57,0,
147,2022-02-11,1501.82,0,
147,2022-05-01,1460.83,0,
147,2023-03-17,1393.2,10,20
147,2024-06-07,1373.75,0,
147,2024-07-27,1319.74,0,
147,2025-06-17,1243.6,0,
148,2022-09-15,215.57,0,
148,2022-12-30,218.65,0,
148,2023-01-15,205.91,0,
148,2023-05-22,211.23,0,
148,2024-02-14,195.81,0,
148,2024-08-09,182.66,0,
148,2025-03-22,185.75,0,
149,2021-12-02,617.62,25,4
149,2022-04-01,791.9,0,
149,2022-07-08,793.78,0,
149,2022-11-29,617.62,25,17
149,2023-07-17,769.66,0,
149,2023-09-11,744.86,0,
149,2024-06-19,736.27,0,
150,2024-12-06,323.34,0,
150,2025-01-25,319.33,0,
150,2025-07-26,321.14,0,
151,2021-11-14,452.52,0,
151,2022-02-02,422.31,0,
151,2022-09-08,414.38,15,14
151,2022-10-17,423.17,0,
151,2023-05-10,420.32,0,
151,2023-06-21,409.29,0,
151,2024-09-16,409.23,0,
151,2025-01-31,389.29,0,
152,2023-01-10,403.15,0,
152,2023-06-20,397.19,0,
152,2024-11-13,406.93,0,
152,2025-05-30,402.22,0,
152,2025-09-23,383.38,0,
