Date Key,Traffic Source,Spend
2021-09-29,Social,140.21
2021-09-30,Direct,0.0
2021-09-30,Email,3.7
2021-09-30,Organic Search,0.0
2021-09-30,Paid Search,407.4
2021-09-30,Referral,35.14
2021-09-30,Social,234.32
2021-10-01,Direct,0.0
2021-10-01,Email,2.03
2021-10-01,Organic Search,0.0
2021-10-01,Paid Search,655.22
2021-10-01,Referral,12.8
2021-10-01,Social,220.74
2021-10-02,Direct,0.0
2021-10-02,Email,2.86
2021-10-02,Organic Search,0.0
2021-10-02,Paid Search,308.51
2021-10-02,Referral,10.7
2021-10-02,Social,165.61
2021-10-03,Direct,0.0
2021-10-03,Email,5.56
2021-10-03,Organic Search,0.0
2021-10-03,Paid Search,302.58
2021-10-03,Referral,17.45
2021-10-03,Social,163.59
2021-10-04,Direct,0.0
2021-10-04,Email,3.44
2021-10-04,Organic Search,0.0
2021-10-04,Paid Search,413.5
2021-10-04,Referral,13.1
2021-10-04,Social,88.43
2021-10-05,Direct,0.0
2021-10-05,Email,10.98
2021-10-05,Organic Search,0.0
2021-10-05,Paid Search,172.25
2021-10-05,Referral,15.37
2021-10-05,Social,97.66
2021-10-06,Direct,0.0
2021-10-06,Email,1.5
2021-10-06,Organic Search,0.0
2021-10-06,Paid Search,244.6
2021-10-06,Referral,14.34
2021-10-06,Social,119.75
2021-10-07,Direct,0.0
2021-10-07,Email,1.6
2021-10-07,Organic Search,0.0
2021-10-07,Paid Search,667.16
2021-10-07,Referral,15.06
2021-10-07,Social,60.96
2021-10-08,Direct,0.0
2021-10-08,Email,4.26
2021-10-08,Organic Search,0.0
2021-10-08,Paid Search,353.85
2021-10-08,Referral,50.28
2021-10-08,Social,125.47
2021-10-09,Direct,0.0
2021-10-09,Email,4.6
2021-10-09,Organic Search,0.0
2021-10-09,Paid Search,174.78
2021-10-09,Referral,31.94
2021-10-09,Social,138.54
2021-10-10,Direct,0.0
2021-10-10,Email,1.08
2021-10-10,Organic Search,0.0
2021-10-10,Paid Search,156.16
2021-10-10,Referral,46.37
2021-10-10,Social,147.65
2021-10-11,Direct,0.0
2021-10-11,Email,0.56
2021-10-11,Organic Search,0.0
2021-10-11,Paid Search,565.11
2021-10-11,Referral,29.09
2021-10-11,Social,207.9
2021-10-12,Direct,0.0
2021-10-12,Email,4.99
2021-10-12,Organic Search,0.0
2021-10-12,Paid Search,338.71
2021-10-12,Referral,16.29
2021-10-12,Social,120.26
2021-10-13,Direct,0.0
2021-10-13,Email,2.69
2021-10-13,Organic Search,0.0
2021-10-13,Paid Search,698.83
2021-10-13,Referral,11.42
2021-10-13,Social,336.24
2021-10-14,Direct,0.0
2021-10-14,Email,1.99
2021-10-14,Organic Search,0.0
2021-10-14,Paid Search,376.14
2021-10-14,Referral,27.5
2021-10-14,Social,491.56
2021-10-15,Direct,0.0
2021-10-15,Email,1.06
2021-10-15,Organic Search,0.0
2021-10-15,Paid Search,349.4
2021-10-15,Referral,4.41
2021-10-15,Social,219.81
2021-10-16,Direct,0.0
2021-10-16,Email,0.5
2021-10-16,Organic Search,0.0
2021-10-16,Paid Search,227.21
2021-10-16,Referral,7.88
2021-10-16,Social,135.93
2021-10-17,Direct,0.0
2021-10-17,Email,3.93
2021-10-17,Organic Search,0.0
2021-10-17,Paid Search,126.34
2021-10-17,Referral,34.94
2021-10-17,Social,170.17
2021-10-18,Direct,0.0
2021-10-18,Email,2.11
2021-10-18,Organic Search,0.0
2021-10-18,Paid Search,135.57
2021-10-18,Referral,9.33
2021-10-18,Social,94.12
2021-10-19,Direct,0.0
2021-10-19,Email,0.83
2021-10-19,Organic Search,0.0
2021-10-19,Paid Search,197.72
2021-10-19,Referral,10.89
2021-10-19,Social,471.91
2021-10-20,Direct,0.0
2021-10-20,Email,3.74
2021-10-20,Organic Search,0.0
2021-10-20,Paid Search,348.05
2021-10-20,Referral,19.94
2021-10-20,Social,206.49
2021-10-21,Direct,0.0
2021-10-21,Email,1.52
2021-10-21,Organic Search,0.0
2021-10-21,Paid Search,465.24
2021-10-21,Referral,13.47
2021-10-21,Social,189.59
2021-10-22,Direct,0.0
2021-10-22,Email,0.76
2021-10-22,Organic Search,0.0
2021-10-22,Paid Search,359.23
2021-10-22,Referral,7.83
2021-10-22,Social,95.77
2021-10-23,Direct,0.0
2021-10-23,Email,0.69
2021-10-23,Organic Search,0.0
2021-10-23,Paid Search,726.18
2021-10-23,Referral,27.81
2021-10-23,Social,46.08
2021-10-24,Direct,0.0
2021-10-24,Email,2.4
2021-10-24,Organic Search,0.0
2021-10-24,Paid Search,494.54
2021-10-24,Referral,11.62
2021-10-24,Social,144.35
2021-10-25,Direct,0.0
2021-10-25,Email,5.24
2021-10-25,Organic Search,0.0
2021-10-25,Paid Search,524.83
2021-10-25,Referral,1.56
2021-10-25,Social,144.52
2021-10-26,Direct,0.0
2021-10-26,Email,2.92
2021-10-26,Organic Search,0.0
2021-10-26,Paid Search,560.39
2021-10-26,Referral,70.68
2021-10-26,Social,91.5
2021-10-27,Direct,0.0
2021-10-27,Email,1.84
2021-10-27,Organic Search,0.0
2021-10-27,Paid Search,375.35
2021-10-27,Referral,17.31
2021-10-27,Social,25.57
2021-10-28,Direct,0.0
2021-10-28,Email,1.28
2021-10-28,Organic Search,0.0
2021-10-28,Paid Search,477.55
2021-10-28,Referral,14.29
2021-10-28,Social,49.28
2021-10-29,Direct,0.0
2021-10-29,Email,5.54
2021-10-29,Organic Search,0.0
2021-10-29,Paid Search,694.93
2021-10-29,Referral,7.42
2021-10-29,Social,75.28
2021-10-30,Direct,0.0
2021-10-30,Email,3.07
2021-10-30,Organic Search,0.0
2021-10-30,Paid Search,269.23
2021-10-30,Referral,3.53
2021-10-30,Social,104.58
2021-10-31,Direct,0.0
2021-10-31,Email,2.64
2021-10-31,Organic Search,0.0
2021-10-31,Paid Search,858.7
2021-10-31,Referral,11.81
2021-10-31,Social,42.32
2021-11-01,Direct,0.0
2021-11-01,Email,4.63
2021-11-01,Organic Search,0.0
2021-11-01,Paid Search,611.09
2021-11-01,Referral,25.77
2021-11-01,Social,67.28
2021-11-02,Direct,0.0
2021-11-02,Email,1.89
2021-11-02,Organic Search,0.0
2021-11-02,Paid Search,257.93
2021-11-02,Referral,17.87
2021-11-02,Social,156.33
2021-11-03,Direct,0.0
2021-11-03,Email,2.96
2021-11-03,Organic Search,0.0
2021-11-03,Paid Search,453.18
2021-11-03,Referral,26.07
2021-11-03,Social,228.86
2021-11-04,Direct,0.0
2021-11-04,Email,6.3
2021-11-04,Organic Search,0.0
2021-11-04,Paid Search,261.77
2021-11-04,Referral,15.42
2021-11-04,Social,239.67
2021-11-05,Direct,0.0
2021-11-05,Email,4.99
2021-11-05,Organic Search,0.0
2021-11-05,Paid Search,214.02
2021-11-05,Referral,14.13
2021-11-05,Social,183.21
2021-11-06,Direct,0.0
2021-11-06,Email,3.5
2021-11-06,Organic Search,0.0
2021-11-06,Paid Search,526.65
2021-11-06,Referral,8.32
2021-11-06,Social,51.91
2021-11-07,Direct,0.0
2021-11-07,Email,0.79
2021-11-07,Organic Search,0.0
2021-11-07,Paid Search,604.53
2021-11-07,Referral,48.83
2021-11-07,Social,181.84
2021-11-08,Direct,0.0
2021-11-08,Email,1.1
2021-11-08,Organic Search,0.0
2021-11-08,Paid Search,388.9
2021-11-08,Referral,29.74
2021-11-08,Social,213.67
2021-11-09,Direct,0.0
2021-11-09,Email,7.28
2021-11-09,Organic Search,0.0
2021-11-09,Paid Search,284.4
2021-11-09,Referral,37.5
2021-11-09,Social,185.13
2021-11-10,Direct,0.0
2021-11-10,Email,5.72
2021-11-10,Organic Search,0.0
2021-11-10,Paid Search,556.41
2021-11-10,Referral,7.61
2021-11-10,Social,166.7
2021-11-11,Direct,0.0
2021-11-11,Email,4.11
2021-11-11,Organic Search,0.0
2021-11-11,Paid Search,131.36
2021-11-11,Referral,20.5
2021-11-11,Social,99.19
2021-11-12,Direct,0.0
2021-11-12,Email,1.12
2021-11-12,Organic Search,0.0
2021-11-12,Paid Search,396.16
2021-11-12,Referral,25.01
2021-11-12,Social,162.92
2021-11-13,Direct,0.0
2021-11-13,Email,3.01
2021-11-13,Organic Search,0.0
2021-11-13,Paid Search,936.04
2021-11-13,Referral,30.16
2021-11-13,Social,98.03
2021-11-14,Direct,0.0
2021-11-14,Email,7.52
2021-11-14,Organic Search,0.0
2021-11-14,Paid Search,254.03
2021-11-14,Referral,12.15
2021-11-14,Social,58.4
2021-11-15,Direct,0.0
2021-11-15,Email,1.85
2021-11-15,Organic Search,0.0
2021-11-15,Paid Search,238.09
2021-11-15,Referral,24.03
2021-11-15,Social,267.79
2021-11-16,Direct,0.0
2021-11-16,Email,1.18
2021-11-16,Organic Search,0.0
2021-11-16,Paid Search,482.0
2021-11-16,Referral,57.62
2021-11-16,Social,126.12
2021-11-17,Direct,0.0
2021-11-17,Email,1.28
2021-11-17,Organic Search,0.0
2021-11-17,Paid Search,142.91
2021-11-17,Referral,14.74
2021-11-17,Social,28.88
2021-11-18,Direct,0.0
2021-11-18,Email,2.51
2021-11-18,Organic Search,0.0
2021-11-18,Paid Search,482.75
2021-11-18,Referral,7.71
2021-11-18,Social,138.96
2021-11-19,Direct,0.0
2021-11-19,Email,2.21
2021-11-19,Organic Search,0.0
2021-11-19,Paid Search,148.61
2021-11-19,Referral,5.94
2021-11-19,Social,212.28
2021-11-20,Direct,0.0
2021-11-20,Email,0.99
2021-11-20,Organic Search,0.0
2021-11-20,Paid Search,349.48
2021-11-20,Referral,23.8
2021-11-20,Social,45.12
2021-11-21,Direct,0.0
2021-11-21,Email,0.6
2021-11-21,Organic Search,0.0
2021-11-21,Paid Search,199.19
2021-11-21,Referral,24.54
2021-11-21,Social,308.3
2021-11-22,Direct,0.0
2021-11-22,Email,3.61
2021-11-22,Organic Search,0.0
2021-11-22,Paid Search,1034.6
2021-11-22,Referral,31.05
2021-11-22,Social,261.06
2021-11-23,Direct,0.0
2021-11-23,Email,1.85
2021-11-23,Organic Search,0.0
2021-11-23,Paid Search,467.86
2021-11-23,Referral,40.21
2021-11-23,Social,88.31
2021-11-24,Direct,0.0
2021-11-24,Email,4.74
2021-11-24,Organic Search,0.0
2021-11-24,Paid Search,288.73
2021-11-24,Referral,12.45
2021-11-24,Social,50.62
2021-11-25,Direct,0.0
2021-11-25,Email,2.26
2021-11-25,Organic Search,0.0
2021-11-25,Paid Search,160.15
2021-11-25,Referral,15.52
2021-11-25,Social,191.43
2021-11-26,Direct,0.0
2021-11-26,Email,3.85
2021-11-26,Organic Search,0.0
2021-11-26,Paid Search,447.49
2021-11-26,Referral,13.73
2021-11-26,Social,46.17
2021-11-27,Direct,0.0
2021-11-27,Email,2.42
2021-11-27,Organic Search,0.0
2021-11-27,Paid Search,809.9
2021-11-27,Referral,17.17
2021-11-27,Social,176.57
2021-11-28,Direct,0.0
2021-11-28,Email,1.75
2021-11-28,Organic Search,0.0
2021-11-28,Paid Search,256.28
2021-11-28,Referral,17.5
2021-11-28,Social,292.65
2021-11-29,Direct,0.0
2021-11-29,Email,5.08
2021-11-29,Organic Search,0.0
2021-11-29,Paid Search,376.02
2021-11-29,Referral,17.6
2021-11-29,Social,122.12
2021-11-30,Direct,0.0
2021-11-30,Email,2.1
2021-11-30,Organic Search,0.0
2021-11-30,Paid Search,95.29
2021-11-30,Referral,4.62
2021-11-30,Social,74.39
2021-12-01,Direct,0.0
2021-12-01,Email,2.2
2021-12-01,Organic Search,0.0
2021-12-01,Paid Search,414.24
2021-12-01,Referral,26.59
2021-12-01,Social,214.12
2021-12-02,Direct,0.0
2021-12-02,Email,1.06
2021-12-02,Organic Search,0.0
2021-12-02,Paid Search,535.93
2021-12-02,Referral,1.64
2021-12-02,Social,144.3
2021-12-03,Direct,0.0
2021-12-03,Email,0.68
2021-12-03,Organic Search,0.0
2021-12-03,Paid Search,85.35
2021-12-03,Referral,23.39
2021-12-03,Social,153.44
2021-12-04,Direct,0.0
2021-12-04,Email,3.53
2021-12-04,Organic Search,0.0
2021-12-04,Paid Search,712.0
2021-12-04,Referral,7.4
2021-12-04,Social,124.45
2021-12-05,Direct,0.0
2021-12-05,Email,7.22
2021-12-05,Organic Search,0.0
2021-12-05,Paid Search,221.61
2021-12-05,Referral,6.81
2021-12-05,Social,120.98
2021-12-06,Direct,0.0
2021-12-06,Email,1.88
2021-12-06,Organic Search,0.0
2021-12-06,Paid Search,362.17
2021-12-06,Referral,12.57
2021-12-06,Social,39.88
2021-12-07,Direct,0.0
2021-12-07,Email,5.77
2021-12-07,Organic Search,0.0
2021-12-07,Paid Search,374.24
2021-12-07,Referral,20.64
2021-12-07,Social,157.13
2021-12-08,Direct,0.0
2021-12-08,Email,1.73
2021-12-08,Organic Search,0.0
2021-12-08,Paid Search,336.7
2021-12-08,Referral,22.79
2021-12-08,Social,144.79
2021-12-09,Direct,0.0
2021-12-09,Email,4.01
2021-12-09,Organic Search,0.0
2021-12-09,Paid Search,295.11
2021-12-09,Referral,1.71
2021-12-09,Social,134.71
2021-12-10,Direct,0.0
2021-12-10,Email,10.4
2021-12-10,Organic Search,0.0
2021-12-10,Paid Search,197.46
2021-12-10,Referral,27.21
2021-12-10,Social,134.4
2021-12-11,Direct,0.0
2021-12-11,Email,2.56
2021-12-11,Organic Search,0.0
2021-12-11,Paid Search,149.09
2021-12-11,Referral,6.1
2021-12-11,Social,166.37
2021-12-12,Direct,0.0
2021-12-12,Email,2.46
2021-12-12,Organic Search,0.0
2021-12-12,Paid Search,534.78
2021-12-12,Referral,23.48
2021-12-12,Social,178.17
2021-12-13,Direct,0.0
2021-12-13,Email,3.53
2021-12-13,Organic Search,0.0
2021-12-13,Paid Search,775.99
2021-12-13,Referral,15.41
2021-12-13,Social,203.06
2021-12-14,Direct,0.0
2021-12-14,Email,0.86
2021-12-14,Organic Search,0.0
2021-12-14,Paid Search,227.45
2021-12-14,Referral,14.54
2021-12-14,Social,158.18
2021-12-15,Direct,0.0
2021-12-15,Email,3.17
2021-12-15,Organic Search,0.0
2021-12-15,Paid Search,163.49
2021-12-15,Referral,19.56
2021-12-15,Social,89.44
2021-12-16,Direct,0.0
2021-12-16,Email,1.68
2021-12-16,Organic Search,0.0
2021-12-16,Paid Search,447.37
2021-12-16,Referral,26.02
2021-12-16,Social,244.48
2021-12-17,Direct,0.0
2021-12-17,Email,0.79
2021-12-17,Organic Search,0.0
2021-12-17,Paid Search,86.41
2021-12-17,Referral,2.4
2021-12-17,Social,9.56
2021-12-18,Direct,0.0
2021-12-18,Email,1.73
2021-12-18,Organic Search,0.0
2021-12-18,Paid Search,304.48
2021-12-18,Referral,10.17
2021-12-18,Social,221.44
2021-12-19,Direct,0.0
2021-12-19,Email,2.2
2021-12-19,Organic Search,0.0
2021-12-19,Paid Search,474.49
2021-12-19,Referral,17.93
2021-12-19,Social,115.14
2021-12-20,Direct,0.0
2021-12-20,Email,5.7
2021-12-20,Organic Search,0.0
2021-12-20,Paid Search,813.07
2021-12-20,Referral,16.93
2021-12-20,Social,99.01
2021-12-21,Direct,0.0
2021-12-21,Email,3.83
2021-12-21,Organic Search,0.0
2021-12-21,Paid Search,244.76
2021-12-21,Referral,2.9
2021-12-21,Social,154.39
2021-12-22,Direct,0.0
2021-12-22,Email,2.92
2021-12-22,Organic Search,0.0
2021-12-22,Paid Search,213.51
2021-12-22,Referral,7.13
2021-12-22,Social,217.77
2021-12-23,Direct,0.0
2021-12-23,Email,2.11
2021-12-23,Organic Search,0.0
2021-12-23,Paid Search,355.71
2021-12-23,Referral,13.69
2021-12-23,Social,22.37
2021-12-24,Direct,0.0
2021-12-24,Email,1.4
2021-12-24,Organic Search,0.0
2021-12-24,Paid Search,547.31
2021-12-24,Referral,3.71
2021-12-24,Social,80.22
2021-12-25,Direct,0.0
2021-12-25,Email,6.54
2021-12-25,Organic Search,0.0
2021-12-25,Paid Search,244.5
2021-12-25,Referral,67.22
2021-12-25,Social,78.39
2021-12-26,Direct,0.0
2021-12-26,Email,1.53
2021-12-26,Organic Search,0.0
2021-12-26,Paid Search,199.38
2021-12-26,Referral,37.15
2021-12-26,Social,110.99
2021-12-27,Direct,0.0
2021-12-27,Email,4.18
2021-12-27,Organic Search,0.0
2021-12-27,Paid Search,395.43
2021-12-27,Referral,10.99
2021-12-27,Social,120.93
2021-12-28,Direct,0.0
2021-12-28,Email,5.54
2021-12-28,Organic Search,0.0
2021-12-28,Paid Search,420.87
2021-12-28,Referral,7.31
2021-12-28,Social,93.35
2021-12-29,Direct,0.0
2021-12-29,Email,1.97
2021-12-29,Organic Search,0.0
2021-12-29,Paid Search,447.04
2021-12-29,Referral,25.84
2021-12-29,Social,107.9
2021-12-30,Direct,0.0
2021-12-30,Email,1.94
2021-12-30,Organic Search,0.0
2021-12-30,Paid Search,244.64
2021-12-30,Referral,7.7
2021-12-30,Social,79.64
2021-12-31,Direct,0.0
2021-12-31,Email,1.79
2021-12-31,Organic Search,0.0
2021-12-31,Paid Search,228.55
2021-12-31,Referral,23.58
2021-12-31,Social,86.37
2022-01-01,Direct,0.0
2022-01-01,Email,6.57
2022-01-01,Organic Search,0.0
2022-01-01,Paid Search,754.26
2022-01-01,Referral,62.63
2022-01-01,Social,322.08
2022-01-02,Direct,0.0
2022-01-02,Email,1.8
2022-01-02,Organic Search,0.0
2022-01-02,Paid Search,387.99
2022-01-02,Referral,10.81
2022-01-02,Social,219.27
2022-01-03,Direct,0.0
2022-01-03,Email,7.87
2022-01-03,Organic Search,0.0
2022-01-03,Paid Search,928.25
2022-01-03,Referral,48.02
2022-01-03,Social,92.14
2022-01-04,Direct,0.0
2022-01-04,Email,1.68
2022-01-04,Organic Search,0.0
2022-01-04,Paid Search,542.84
2022-01-04,Referral,28.07
2022-01-04,Social,400.26
2022-01-05,Direct,0.0
2022-01-05,Email,2.46
2022-01-05,Organic Search,0.0
2022-01-05,Paid Search,449.98
2022-01-05,Referral,20.89
2022-01-05,Social,289.32
2022-01-06,Direct,0.0
2022-01-06,Email,5.22
2022-01-06,Organic Search,0.0
2022-01-06,Paid Search,287.86
2022-01-06,Referral,11.85
2022-01-06,Social,258.32
2022-01-07,Direct,0.0
2022-01-07,Email,3.02
2022-01-07,Organic Search,0.0
2022-01-07,Paid Search,347.07
2022-01-07,Referral,43.43
2022-01-07,Social,189.85
2022-01-08,Direct,0.0
2022-01-08,Email,3.13
2022-01-08,Organic Search,0.0
2022-01-08,Paid Search,285.9
2022-01-08,Referral,53.25
2022-01-08,Social,79.88
2022-01-09,Direct,0.0
2022-01-09,Email,1.52
2022-01-09,Organic Search,0.0
2022-01-09,Paid Search,889.38
2022-01-09,Referral,69.49
2022-01-09,Social,135.38
2022-01-10,Direct,0.0
2022-01-10,Email,4.37
2022-01-10,Organic Search,0.0
2022-01-10,Paid Search,213.07
2022-01-10,Referral,30.46
2022-01-10,Social,157.03
2022-01-11,Direct,0.0
2022-01-11,Email,2.71
2022-01-11,Organic Search,0.0
2022-01-11,Paid Search,206.4
2022-01-11,Referral,46.54
2022-01-11,Social,521.19
2022-01-12,Direct,0.0
2022-01-12,Email,2.59
2022-01-12,Organic Search,0.0
2022-01-12,Paid Search,429.98
2022-01-12,Referral,25.64
2022-01-12,Social,664.04
2022-01-13,Direct,0.0
2022-01-13,Email,1.43
2022-01-13,Organic Search,0.0
2022-01-13,Paid Search,265.98
2022-01-13,Referral,23.23
2022-01-13,Social,172.31
2022-01-14,Direct,0.0
2022-01-14,Email,1.75
2022-01-14,Organic Search,0.0
2022-01-14,Paid Search,641.98
2022-01-14,Referral,5.53
2022-01-14,Social,273.92
2022-01-15,Direct,0.0
2022-01-15,Email,1.45
2022-01-15,Organic Search,0.0
2022-01-15,Paid Search,447.04
2022-01-15,Referral,11.74
2022-01-15,Social,222.91
2022-01-16,Direct,0.0
2022-01-16,Email,1.41
2022-01-16,Organic Search,0.0
2022-01-16,Paid Search,404.96
2022-01-16,Referral,14.69
2022-01-16,Social,181.78
2022-01-17,Direct,0.0
2022-01-17,Email,3.1
2022-01-17,Organic Search,0.0
2022-01-17,Paid Search,204.47
