,id,title,album,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
20,26ZnRGLAzPzvqWw9OEAdxr,Let The Band Play,Temper,['Badflower'],45,2018-11-23,True,0.461,0.511,5,-7.863,1,0.00494,0.075,0.105,0.246,143.972,269120,4
21,2Kh2C5PbekvEilbCOTzTt1,Drinkin' Dark Whiskey,The SteelDrivers,['The Steeldrivers'],58,2008-01-15,False,0.501,0.743,2,-5.226,1,0.693,0.000215,0.0653,0.817,191.31,174907,4
22,2hfQyhsgWBdLK3Vw5Z0B5p,Where's Popeyes,Vida Blue,['Vida Blue'],26,2002-06-25,False,0.749,0.888,0,-9.563,1,0.0165,0.907,0.115,0.792,88.668,275907,4
23,41kg2RvdwBuIv0OPpvBS4v,Time Bomb,...And Out Come The Wolves,['Rancid'],50,1995-08-15,False,0.646,0.962,9,-4.862,1,0.138,0.0,0.471,0.961,164.79,144333,4
24,2NYaRJqBsInCnk2cDBVnHG,Bhindi Bhagee,Global A Go-Go,"['Joe Strummer', 'The Mescaleros']",33,2001-07-24,False,0.613,0.949,8,-5.773,1,0.021,0.0122,0.37,0.656,115.213,344307,4
25,5AZof20SHZrZ3ea7rESo1y,Stereo,Supermegafantastic,['IAMDYNAMITE'],33,2012-03-13,False,0.399,0.945,1,-5.345,1,0.000328,0.000413,0.11,0.659,85.198,204907,4
26,7q8ma1NaWeQfmO6zdvuuT6,Her Strut,Against The Wind,['Bob Seger'],56,1980-02-25,False,0.644,0.829,8,-4.399,1,0.00269,0.00447,0.0794,0.461,115.883,233347,4
27,3qXcnzcNx45bXlWJzD730w,Life by the Drop,Fitchburg Street,['Doyle Bramhall'],42,2003-02-25,False,0.511,0.686,1,-5.021,0,0.017,0.00256,0.119,0.309,110.509,185693,4
28,2P7aIxPy82xwHKqJkeNVYL,Say Goodnight to the World,Say Goodnight to the World,['Dax Riggs'],30,2010,False,0.248,0.692,5,-6.337,1,0.00142,0.31,0.234,0.289,145.033,259213,4
29,7fZDPth2IuCiUhvkN8OIWS,Morning Star,Philip Sayce Group,"['Philip Sayce Group', 'Philip Sayce']",41,1997,False,0.393,0.912,8,-5.008,1,0.00697,0.00274,0.0547,0.63,78.157,309533,4
