,id,title,album,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
12,1ykpxxihAidnABXyI8hchy,Losing My Religion,Unified Highway,['Unified Highway'],38,2016-03-04,False,0.743,0.602,9,-4.613,0,0.148,0.00843,0.689,0.348,144.915,217205,4
13,4tYceKEtQBXxRQfLxuDRYb,We Made It,Benton County Relic,['Cedric Burnside'],40,2018-09-14,False,0.725,0.746,2,-7.785,1,0.0223,0.0357,0.293,0.819,107.205,214613,4
14,6zBqV0i0j74929CUalMx6V,Shakin' the Blues,The Screamin' Cheetah Wheelies,"[""The Screamin' Cheetah Wheelies""]",30,1993-07-27,False,0.504,0.716,1,-10.933,1,0.000294,0.856,0.0512,0.9,126.99,181427,4
15,7mvfSh2FqzHBv2uoLgoHME,Fearless,Fearless,['Joyous Wolf'],27,2021-07-30,False,0.316,0.965,2,-3.41,1,4.92e-05,2.62e-05,0.321,0.393,192.073,188056,4
16,7DhdZ7Tr5jS5ZVCo1cCXSq,Hard Liquor,Beast From The East,"['Bumpin Uglies', 'Ballyhoo!', 'Sun-Dried Vibes', 'Oogee Wawa']",38,2018-04-06,True,0.809,0.826,8,-4.583,0,0.00214,0.0,0.09,0.888,157.0,245440,4
17,29ZZIIGluAfjhDrDFnpKFu,Ohio,Ohio,['Ask Carol'],35,2023-03-31,False,0.375,0.443,0,-7.468,1,0.75,0.0114,0.0994,0.656,146.172,169960,4
18,101KS2AYeWa98ltX4ewE7h,Talk to Me,Run The Jewels 3,"['Run The Jewels', 'El-P', 'Killer Mike']",54,2016-12-25,True,0.705,0.71,11,-6.457,0,0.041,2.65e-06,0.334,0.711,127.112,151227,4
19,4AwdUWTcTHYIxZ3oEhndht,Summer Air,Gold Fever,['little hurricane'],10,2014,False,0.675,0.846,6,-4.263,0,0.0107,0.00631,0.328,0.69,114.431,179839,4
20,2CFtB64mDu2XCFjvGJhc9k,If You Wanna Get To Heaven,Ozark Mountain Daredevils,['The Ozark Mountain Daredevils'],55,1973-01-01,False,0.77,0.589,0,-12.556,1,0.595,0.003,0.0699,0.812,123.744,184467,4
21,3kQRYXCxgIwtAzztgDu539,Shot Down,BRKN LOVE,['BRKN LOVE'],42,2020-02-14,False,0.518,0.845,10,-5.291,0,0.00297,1.01e-06,0.408,0.459,83.98,167680,4
22,4Pi1gat00bwbi84xENZabP,The Tempest,WestWinds,['The Real McKenzies'],31,2012-03-13,False,0.6,0.539,10,-5.295,1,0.0553,0.0,0.288,0.69,87.187,247653,4
23,1c0ShGrrj3m04rrOWrWFEH,The Cisco Kid,Greatest Hits,['War'],54,1976-01-01,False,0.849,0.843,9,-7.154,0,0.209,0.00292,0.0309,0.963,141.926,227720,4
24,1c66K04Td4gFw3D9lXbro5,Must've Been High,Must've Been High,['Supersuckers'],32,1997-03-25,False,0.538,0.361,9,-11.298,0,0.0183,0.213,0.102,0.125,132.626,207773,4
25,3PX33J7MsHibdN9kmubVTk,People Are Strange,The Violent,['The Violent'],42,2022-03-11,False,0.244,0.855,1,-5.33,1,7.48e-06,0.14,0.166,0.388,180.359,147082,4
26,4nT7Qx5ovQ2KCII1Gq918O,Can't You Hear Me Knocking,Stoned Cold Country,['Marcus King'],30,2023-03-17,False,0.314,0.919,0,-4.862,1,0.00925,0.548,0.148,0.703,154.478,317893,4
27,0AGPVkqRykBBzN9YYsbxK9,Walk Like A Man,All My Shades Of Blue,['Ruen Brothers'],30,2018-06-01,False,0.59,0.896,9,-3.574,0,0.179,0.0,0.122,0.519,116.352,178893,4
28,0ZmCXhJ7oXIisB1HygOW9u,John the Revelator,Sons of Anarchy: North Country (Music from the TV Series),"['Curtis Stigers', 'The Forest Rangers']",48,2009-09-07,False,0.546,0.597,2,-6.157,1,0.637,0.000195,0.107,0.346,108.941,334747,4
29,2sgaRQF6S9IAqePSxSts2P,I Ain't Your Man,I Ain't Your Man,['87 Nights'],30,2019-07-29,True,0.386,0.807,6,-6.719,1,0.021,0.618,0.154,0.406,129.773,299204,4
