,id,title,album,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
17,1eFcrfI3cBZmhgzMTZeb5r,Monique The Freak,Shinola (Vol. 1),['Ween'],31,2005-07-15,False,0.777,0.884,9,-4.356,1,0.0761,0.113,0.0462,0.962,112.034,348360,4
18,1kUvgaQP1mBjifqRitiYah,Low Self Opinion,End Of Silence,['Rollins Band'],35,1992,False,0.281,0.915,7,-9.57,1,0.0134,0.00916,0.1,0.463,173.055,324827,4
19,33mgEwbxVySU2JcQcvv7Gk,Detox Mansion,Sentimental Hygiene,['Warren Zevon'],27,1987-01-01,False,0.33,0.843,0,-10.151,1,0.136,2.62e-06,0.0721,0.425,179.934,195573,4
20,4ra32RPg6Ms8yDIyjwDwW3,Cocaine Cowboys,All American Made,['Margo Price'],28,2017-10-20,False,0.758,0.453,5,-9.254,0,0.52,0.00167,0.117,0.569,139.073,206816,4
21,4ZmX8elKMkH0MfniNi0Adu,House of The Rising Sun,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 2",['Five Finger Death Punch'],63,2013-11-18,True,0.47,0.964,4,-2.839,0,0.00171,0.00112,0.107,0.264,76.969,247388,4
22,2aZwuE05JoVQwhSIPWx4bi,The Bottom (feat. Ryan Balthrop),The Long Way Home,"['Sonny Bama', 'Ryan Balthrop']",27,2013-05-21,True,0.651,0.73,9,-7.903,0,0.261,0.0,0.338,0.462,79.983,255187,4
23,5rRehN3N5XPcHUVnvD5cox,Who Do You Love,Electric Fever,['Them Vibes'],29,2017-05-05,False,0.607,0.728,4,-6.283,1,0.145,0.000515,0.111,0.5,87.054,219550,4
24,4RciDYrnddwPPPI49EVzPY,Porcupine,Pizazz,['Pigeons Playing Ping Pong'],34,2017-10-20,False,0.519,0.797,0,-6.07,1,0.0412,2.63e-05,0.0882,0.641,112.111,457980,4
25,2Uu5tdc6CUll2vQhkeC4f7,California Dreamin',Dirty Honey,['Dirty Honey'],44,2021-04-23,False,0.458,0.98,1,-3.651,1,0.000205,6.29e-05,0.127,0.4,118.964,258333,4
26,5ZfsG6AXxJBSaiAyKuTSgy,"Love, Reign O'er Me","Love, Reign O'er Me",['Pearl Jam'],45,2019-12-09,False,0.222,0.768,7,-4.685,1,0.0133,0.00111,0.303,0.0988,114.034,332667,3
27,48jIoVeiPA0vRVGWMbANR3,It's Your Voodoo Working,Chills & Fever,['Samantha Fish'],28,2017-03-17,False,0.599,0.917,0,-4.143,1,0.183,0.000232,0.338,0.792,133.634,219000,4
28,7f1ofgXjVoEUfhNU4cykDh,Rocket Science,More Songs About Drugs With Curse Words,['The Good Year Pimps'],35,2000,False,0.668,0.741,1,-7.593,0,0.000821,0.000466,0.00856,0.486,93.974,208387,4
29,5Y7usMq95yUrQllskZEZ48,Better Now,Youth,['Collective Soul'],32,2004-11-16,False,0.664,0.725,11,-8.692,0,0.00909,0.000569,0.0192,0.961,123.034,193453,4
