,id,title,album,all_artists,popularity,release_date,explicit,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
17,14irPxTJLePlTfUd9U5hWL,Baltimore Blues No. 1,War Elephant,['Deer Tick'],52,2007-09-04,False,0.749,0.544,5,-4.501,1,0.461,0.00129,0.22,0.369,114.972,181187,4
18,3XHnaUAFX8PfNMW1hHC75N,Betray And Degrade,Poison The Parish (Deluxe Edition),['Seether'],51,2017-05-12,False,0.58,0.737,10,-4.795,1,9.85e-05,0.0367,0.0823,0.506,92.0,244347,4
19,22QMzoI3O7yNnttjKq9SfF,Draggin' the Line,Celebration: The Complete Roulette Recordings 1966-1973,['Tommy James & The Shondells'],49,2021-02-05,False,0.669,0.583,1,-9.165,0,0.0521,1.52e-05,0.177,0.647,114.543,164867,4
20,1wBtnfOFCMmr6yOy1dE5VM,Survivor,Versatile,['Pop Evil'],48,2021-05-21,False,0.606,0.749,2,-5.983,1,0.00271,4.15e-06,0.0609,0.408,90.046,242424,4
21,3fHCdJGY9h87wStzvCrbo0,Colors Collide,I Hope You're Happy,['Blue October'],36,2018-08-17,True,0.435,0.806,7,-6.014,1,0.00237,0.00069,0.113,0.499,170.12,253192,4
22,35t1Py2yeA03iR0VB3GkJ0,Zero,ALT,['Vanna'],41,2015-10-02,False,0.379,0.975,5,-4.918,0,7.8e-06,0.0312,0.411,0.657,127.853,160284,4
23,2l3f1tEaoZlbGSkLoJ5sJc,Mississippi Moonshine,Miss America,['Saving Abel'],48,2010-01-01,False,0.707,0.756,5,-5.911,0,0.0113,4.49e-06,0.391,0.96,115.047,193613,4
24,5AxGbeiWhiBoJBaS0whPQU,"Conservative, Christian, Right Wing Republican, Straight, White, American Males",East Nashville Skyline,['Todd Snider'],28,2004,False,0.567,0.572,8,-6.757,1,0.383,0.0,0.0601,0.646,79.369,197013,4
25,4pKGBj9NARsH5QQe5mqBWu,I'm a HellRazor (feat. Crucifix),Baptized in Bourbon,"['Moonshine Bandits', 'CRUCIFIX']",43,2017-03-03,False,0.721,0.958,2,-3.434,1,0.24,2.71e-06,0.355,0.564,99.972,193613,4
26,4QcnjybQIat20pZFqiDgbt,Acid Roulette,Acid Roulette,['Scorpion Child'],35,2016-06-10,False,0.187,0.938,0,-3.635,1,2.25e-05,0.192,0.231,0.423,133.635,349467,4
27,6NujEiqFKnTMeQ0xURCbUD,Tall Boogie,7 Cities,['Moreland & Arbuckle'],28,2013-01-01,False,0.338,0.887,9,-5.72,1,0.00565,0.277,0.324,0.584,200.758,197253,4
28,4q4ITrTmB4LyoNw9yjb2Ic,JACK,the mockingbird & THE CROW,['HARDY'],67,2023-01-20,True,0.551,0.6,7,-5.501,1,0.0295,2.94e-06,0.291,0.493,125.019,168630,4
29,5tPok5QZ1zY9RmXucdrQ2v,Stomp Your Feet and Clap Your Hands,A Freak Grows in Brooklyn,['Ryan Scott'],30,2019-08-23,True,0.536,0.827,3,-4.785,1,0.00692,4.22e-05,0.133,0.475,128.198,296202,4
